Label,RowA,RowB,Score
Arm10,Arm10_107,Arm10_109,0.1
Arm10,Arm10_109,Arm10_107,0.1
Arm10,Arm10_107,Arm10_110,0.1
Arm10,Arm10_110,Arm10_107,0.1
Arm10,Arm10_107,Arm10_111,0.1
Arm10,Arm10_111,Arm10_107,0.1
Arm10,Arm10_107,Arm10_112,0.1
Arm10,Arm10_112,Arm10_107,0.1
Arm10,Arm10_107,Arm10_113,0.1
Arm10,Arm10_113,Arm10_107,0.1
Arm10,Arm10_107,Arm10_114,0.1
Arm10,Arm10_114,Arm10_107,0.1
Arm10,Arm10_107,Arm10_115,0.1
Arm10,Arm10_115,Arm10_107,0.1
Arm10,Arm10_107,Arm10_116,0.1
Arm10,Arm10_116,Arm10_107,0.1
Arm10,Arm10_108,Arm10_109,0.5
Arm10,Arm10_109,Arm10_108,0.5
Arm10,Arm10_108,Arm10_110,0.1
Arm10,Arm10_110,Arm10_108,0.1
Arm10,Arm10_108,Arm10_111,0.1
Arm10,Arm10_111,Arm10_108,0.1
Arm10,Arm10_108,Arm10_112,0.1
Arm10,Arm10_112,Arm10_108,0.1
Arm10,Arm10_108,Arm10_113,0.1
Arm10,Arm10_113,Arm10_108,0.1
Arm10,Arm10_108,Arm10_114,0.1
Arm10,Arm10_114,Arm10_108,0.1
Arm10,Arm10_108,Arm10_115,0.1
Arm10,Arm10_115,Arm10_108,0.1
Arm10,Arm10_108,Arm10_116,0.1
Arm10,Arm10_116,Arm10_108,0.1
Arm10,Arm10_109,Arm10_110,0.5
Arm10,Arm10_110,Arm10_109,0.5
Arm10,Arm10_109,Arm10_111,0.1
Arm10,Arm10_111,Arm10_109,0.1
Arm10,Arm10_109,Arm10_112,0.1
Arm10,Arm10_112,Arm10_109,0.1
Arm10,Arm10_109,Arm10_113,0.1
Arm10,Arm10_113,Arm10_109,0.1
Arm10,Arm10_109,Arm10_114,0.1
Arm10,Arm10_114,Arm10_109,0.1
Arm10,Arm10_109,Arm10_115,0.1
Arm10,Arm10_115,Arm10_109,0.1
Arm10,Arm10_109,Arm10_116,0.1
Arm10,Arm10_116,Arm10_109,0.1
Arm10,Arm10_110,Arm10_111,0.5
Arm10,Arm10_111,Arm10_110,0.5
Arm10,Arm10_110,Arm10_112,0.1
Arm10,Arm10_112,Arm10_110,0.1
Arm10,Arm10_110,Arm10_113,0.1
Arm10,Arm10_113,Arm10_110,0.1
Arm10,Arm10_110,Arm10_114,0.1
Arm10,Arm10_114,Arm10_110,0.1
Arm10,Arm10_110,Arm10_115,0.1
Arm10,Arm10_115,Arm10_110,0.1
Arm10,Arm10_110,Arm10_116,0.1
Arm10,Arm10_116,Arm10_110,0.1
Arm10,Arm10_111,Arm10_112,0.5
Arm10,Arm10_112,Arm10_111,0.5
Arm10,Arm10_111,Arm10_113,0.1
Arm10,Arm10_113,Arm10_111,0.1
Arm10,Arm10_111,Arm10_114,0.1
Arm10,Arm10_114,Arm10_111,0.1
Arm10,Arm10_111,Arm10_115,0.1
Arm10,Arm10_115,Arm10_111,0.1
Arm10,Arm10_111,Arm10_116,0.1
Arm10,Arm10_116,Arm10_111,0.1
Arm10,Arm10_112,Arm10_113,0.5
Arm10,Arm10_113,Arm10_112,0.5
Arm10,Arm10_112,Arm10_114,0.1
Arm10,Arm10_114,Arm10_112,0.1
Arm10,Arm10_112,Arm10_115,0.1
Arm10,Arm10_115,Arm10_112,0.1
Arm10,Arm10_112,Arm10_116,0.1
Arm10,Arm10_116,Arm10_112,0.1
Arm10,Arm10_113,Arm10_114,0.5
Arm10,Arm10_114,Arm10_113,0.5
Arm10,Arm10_113,Arm10_115,0.1
Arm10,Arm10_115,Arm10_113,0.1
Arm10,Arm10_113,Arm10_116,0.1
Arm10,Arm10_116,Arm10_113,0.1
Arm10,Arm10_114,Arm10_115,0.5
Arm10,Arm10_115,Arm10_114,0.5
Arm10,Arm10_114,Arm10_116,0.1
Arm10,Arm10_116,Arm10_114,0.1
Arm10,Arm10_115,Arm10_116,0.1
Arm10,Arm10_116,Arm10_115,0.1
Am-ATC-2,Am-ATC-2_101,Am-ATC-2_102,0
Am-ATC-2,Am-ATC-2_102,Am-ATC-2_101,0
Am-ATC-2,Am-ATC-2_101,Am-ATC-2_103,0
Am-ATC-2,Am-ATC-2_103,Am-ATC-2_101,0
Am-ATC-2,Am-ATC-2_101,Am-ATC-2_104,0
Am-ATC-2,Am-ATC-2_104,Am-ATC-2_101,0
Am-ATC-2,Am-ATC-2_101,Am-ATC-2_105,0
Am-ATC-2,Am-ATC-2_105,Am-ATC-2_101,0
Am-ATC-2,Am-ATC-2_101,Am-ATC-2_106,0
Am-ATC-2,Am-ATC-2_106,Am-ATC-2_101,0
Am-ATC-2,Am-ATC-2_101,Am-ATC-2_107,0
Am-ATC-2,Am-ATC-2_107,Am-ATC-2_101,0
Am-ATC-2,Am-ATC-2_102,Am-ATC-2_103,0
Am-ATC-2,Am-ATC-2_103,Am-ATC-2_102,0
Am-ATC-2,Am-ATC-2_102,Am-ATC-2_104,0
Am-ATC-2,Am-ATC-2_104,Am-ATC-2_102,0
Am-ATC-2,Am-ATC-2_102,Am-ATC-2_105,0
Am-ATC-2,Am-ATC-2_105,Am-ATC-2_102,0
Am-ATC-2,Am-ATC-2_102,Am-ATC-2_106,0
Am-ATC-2,Am-ATC-2_106,Am-ATC-2_102,0
Am-ATC-2,Am-ATC-2_102,Am-ATC-2_107,0
Am-ATC-2,Am-ATC-2_107,Am-ATC-2_102,0
Am-ATC-2,Am-ATC-2_103,Am-ATC-2_104,0
Am-ATC-2,Am-ATC-2_104,Am-ATC-2_103,0
Am-ATC-2,Am-ATC-2_103,Am-ATC-2_105,0
Am-ATC-2,Am-ATC-2_105,Am-ATC-2_103,0
Am-ATC-2,Am-ATC-2_103,Am-ATC-2_106,0
Am-ATC-2,Am-ATC-2_106,Am-ATC-2_103,0
Am-ATC-2,Am-ATC-2_103,Am-ATC-2_107,0
Am-ATC-2,Am-ATC-2_107,Am-ATC-2_103,0
Am-ATC-2,Am-ATC-2_104,Am-ATC-2_105,0
Am-ATC-2,Am-ATC-2_105,Am-ATC-2_104,0
Am-ATC-2,Am-ATC-2_104,Am-ATC-2_106,0
Am-ATC-2,Am-ATC-2_106,Am-ATC-2_104,0
Am-ATC-2,Am-ATC-2_104,Am-ATC-2_107,0
Am-ATC-2,Am-ATC-2_107,Am-ATC-2_104,0
Am-ATC-2,Am-ATC-2_105,Am-ATC-2_106,0
Am-ATC-2,Am-ATC-2_106,Am-ATC-2_105,0
Am-ATC-2,Am-ATC-2_105,Am-ATC-2_107,0
Am-ATC-2,Am-ATC-2_107,Am-ATC-2_105,0
Am-ATC-2,Am-ATC-2_106,Am-ATC-2_107,0
Am-ATC-2,Am-ATC-2_107,Am-ATC-2_106,0
