Allele1,Allele2,Value
Armo03_101,Armo03_101,1.0
Armo03_101,Armo03_102,0.0
Armo03_101,Armo03_103,0.0
Armo03_101,Armo03_104,0.0
Armo03_102,Armo03_101,0.0
Armo03_102,Armo03_102,1.0
Armo03_102,Armo03_103,0.0
Armo03_102,Armo03_104,0.0
Armo03_103,Armo03_101,0.0
Armo03_103,Armo03_102,0.0
Armo03_103,Armo03_103,1.0
Armo03_103,Armo03_104,0.0
Armo03_104,Armo03_101,0.0
Armo03_104,Armo03_102,0.0
Armo03_104,Armo03_103,0.0
Armo03_104,Armo03_104,1.0
