marker	unique_seqs	tPaired	fPaired	rPaired	tLeft	fLeft	rLeft	tRight	fRight	rRight
AfAa002	99	191	191	0	232	232	0	216	216	0
AfAa003	67	671	671	0	674	674	0	743	743	0
AfAa005	39	609	609	0	609	609	0	609	609	0
AfAa006	59	410	410	0	423	423	0	415	415	0
AfAa009	37	420	420	0	501	501	0	529	529	0
AfAa010	39	336	336	0	368	368	0	373	373	0
AfAa011	42	473	473	0	507	505	2	506	506	0
AfAa018	59	247	247	0	250	250	0	248	248	0
AfAa021	44	390	390	0	400	400	0	401	401	0
AfAa023	43	294	294	0	573	573	0	294	294	0
AfAa024	41	318	318	0	348	348	0	328	327	1
AfAa025	31	277	277	0	278	278	0	278	278	0
AfAa026	41	394	394	0	421	421	0	418	418	0
AfAa028	43	267	267	0	301	300	1	288	288	0
AfAa030	65	363	363	0	373	373	0	365	365	0
AfAa031	51	437	437	0	438	438	0	437	437	0
AfAa032	54	302	302	0	340	340	0	318	318	0
AfAa036	27	190	190	0	272	271	1	288	288	0
AfAa041	16	70	70	0	81	80	1	79	79	0
AfAa042	58	347	347	0	358	357	1	349	349	0
AfAa043	56	297	297	0	318	318	0	318	318	0
AfAa051	16	91	91	0	199	197	2	150	148	2
AfAa052	59	66	66	0	67	67	0	66	66	0
AfAa053	0	0	0	0	76	76	0	278	278	0
AfAa054	67	326	326	0	336	336	0	342	340	2
AfAa056	1	1	1	0	2	2	0	7	7	0
AfAa059	16	97	97	0	130	129	1	109	109	0
AfAa060	14	61	61	0	74	73	1	91	91	0

total reads	8908
unrecognised reads	4
