Serial,Loci,Sample,Ploidy,Prob_AAAA,Prob_AAAB,Prob_AABB,Prob_AABC,Prob_ABCD
851,MSCB15,S0012-CB01C-02_S12_A,4,0.0,6.333594064871464e-34,1.4693982408816394e-87,1.0,0.0
852,MSCB16,S0012-CB01C-02_S12_A,4,1.0,0.0,0.0,0.0,0.0
853,MSCB17,S0012-CB01C-02_S12_A,4,0.0,0.0,0.0,1.0,0.0
854,MSCB18,S0012-CB01C-02_S12_A,4,0.0,4.0521103443087266e-27,3.434959736039917e-82,1.0,0.0
855,MSCB19,S0012-CB01C-02_S12_A,4,0.2,0.2,0.2,0.2,0.2
856,MSCB20,S0012-CB01C-02_S12_A,4,0.2,0.2,0.2,0.2,0.2
857,MSCB21,S0012-CB01C-02_S12_A,4,0.0,0.0,0.0,1.0,0.0
858,MSCB22,S0012-CB01C-02_S12_A,4,0.0,1.0,1.1261020217439584e-85,0.0,0.0
859,MSCB23,S0012-CB01C-02_S12_A,4,0.0,0.0,0.0,0.0,0.0
860,MSCB24,S0012-CB01C-02_S12_A,4,0.0,1.0,1.1947237628991895e-21,4.212739674907163e-20,0.0
861,MSCB25,S0012-CB01C-02_S12_A,4,0.0,0.0,0.0,0.0,0.0
862,MSCB26,S0012-CB01C-02_S12_A,4,0.0,1.9253940049065934e-06,0.999998074605995,0.0,0.0
863,MSCB27,S0012-CB01C-02_S12_A,4,0.0,0.0,0.0,1.0,0.0
864,MSCB28,S0012-CB01C-02_S12_A,4,0.2,0.2,0.2,0.2,0.2
865,MSCB29,S0012-CB01C-02_S12_A,4,0.0,0.0,0.0,0.0,0.0
866,MSCB30,S0012-CB01C-02_S12_A,4,0.0,0.0,0.0,0.0,0.0
867,MSCB31,S0012-CB01C-02_S12_A,4,0.0,0.0,0.0,0.0,0.0
868,MSCB32,S0012-CB01C-02_S12_A,4,0.0,0.0,0.0,1.0,0.0
869,MSCB33,S0012-CB01C-02_S12_A,4,0.0,0.0,0.0,0.0,0.0
870,MSCB34,S0012-CB01C-02_S12_A,4,0.2,0.2,0.2,0.2,0.2
871,MSCB35,S0012-CB01C-02_S12_A,4,0.0,0.0,0.0,0.0,0.0
872,MSCB36,S0012-CB01C-02_S12_A,4,0.2,0.2,0.2,0.2,0.2
873,MSCB37,S0012-CB01C-02_S12_A,4,0.0,0.0,0.0,1.0,0.0
874,MSCB38,S0012-CB01C-02_S12_A,4,0.2,0.2,0.2,0.2,0.2
875,MSCB01,S0012-CB01C-02_S12_B,4,0.0,0.0,0.0,0.0,0.0
876,MSCB02,S0012-CB01C-02_S12_B,4,0.0,0.0,0.0,1.0,0.0
877,MSCB03,S0012-CB01C-02_S12_B,4,0.2,0.2,0.2,0.2,0.2
878,MSCB04,S0012-CB01C-02_S12_B,4,1.0,1.7129723805210728e-22,9.915790285358362e-64,0.0,0.0
879,MSCB05,S0012-CB01C-02_S12_B,4,0.2,0.2,0.2,0.2,0.2
880,MSCB06,S0012-CB01C-02_S12_B,4,0.0,6.337471773992843e-28,4.220707048559641e-41,1.0,0.0
881,MSCB07,S0012-CB01C-02_S12_B,4,0.0,0.0,0.0,0.0,0.0
882,MSCB08,S0012-CB01C-02_S12_B,4,0.0,0.0,0.0,0.0,0.0
883,MSCB09,S0012-CB01C-02_S12_B,4,0.0,0.0,0.0,1.0,0.0
884,MSCB10,S0012-CB01C-02_S12_B,4,1.0,0.0,0.0,0.0,0.0
885,MSCB11,S0012-CB01C-02_S12_B,4,0.0,0.0,0.0,0.0,0.0
886,MSCB12,S0012-CB01C-02_S12_B,4,0.0,1.0,6.287385309094776e-60,0.0,0.0
887,MSCB13,S0012-CB01C-02_S12_B,4,1.0,0.0,0.0,0.0,0.0
888,MSCB14,S0012-CB01C-02_S12_B,4,0.2,0.2,0.2,0.2,0.2
889,MSCB15,S0012-CB01C-02_S12_B,4,0.0,2.8808907424227465e-26,1.9075848117229964e-81,1.0,0.0
890,MSCB16,S0012-CB01C-02_S12_B,4,1.0,0.0,0.0,0.0,0.0
891,MSCB17,S0012-CB01C-02_S12_B,4,0.2,0.2,0.2,0.2,0.2
892,MSCB18,S0012-CB01C-02_S12_B,4,0.0,2.93369620502665e-20,3.3828068282224313e-65,1.0,0.0
893,MSCB19,S0012-CB01C-02_S12_B,4,0.0,0.0,0.0,1.0,0.0
894,MSCB20,S0012-CB01C-02_S12_B,4,0.2,0.2,0.2,0.2,0.2
895,MSCB21,S0012-CB01C-02_S12_B,4,0.0,0.0,0.0,1.0,0.0
896,MSCB22,S0012-CB01C-02_S12_B,4,0.2,0.2,0.2,0.2,0.2
897,MSCB23,S0012-CB01C-02_S12_B,4,0.0,0.0,0.0,0.0,0.0
898,MSCB24,S0012-CB01C-02_S12_B,4,0.0,0.0,0.0,1.0,0.0
899,MSCB25,S0012-CB01C-02_S12_B,4,0.0,0.0,0.0,0.0,0.0
900,MSCB26,S0012-CB01C-02_S12_B,4,0.0,0.9999999999890636,1.0936272552027633e-11,0.0,0.0
901,MSCB27,S0012-CB01C-02_S12_B,4,0.0,0.0,0.0,1.0,0.0
902,MSCB28,S0012-CB01C-02_S12_B,4,0.2,0.2,0.2,0.2,0.2
903,MSCB29,S0012-CB01C-02_S12_B,4,0.2,0.2,0.2,0.2,0.2
904,MSCB30,S0012-CB01C-02_S12_B,4,0.0,0.0,0.0,0.0,0.0
905,MSCB31,S0012-CB01C-02_S12_B,4,0.0,0.0,0.0,0.0,0.0
906,MSCB32,S0012-CB01C-02_S12_B,4,0.0,0.0,0.0,1.0,0.0
907,MSCB33,S0012-CB01C-02_S12_B,4,0.0,0.0,0.0,0.0,0.0
908,MSCB34,S0012-CB01C-02_S12_B,4,1.0,8.979471610316648e-34,6.669713608473594e-88,0.0,0.0
909,MSCB35,S0012-CB01C-02_S12_B,4,0.0,0.0,0.0,0.0,0.0
910,MSCB36,S0012-CB01C-02_S12_B,4,0.2,0.2,0.2,0.2,0.2
911,MSCB37,S0012-CB01C-02_S12_B,4,0.2,0.2,0.2,0.2,0.2
912,MSCB38,S0012-CB01C-02_S12_B,4,0.2,0.2,0.2,0.2,0.2
913,MSCB01,S0013-CB03A-15_S13_A,4,0.0,0.0,0.0,0.0,1.0
914,MSCB02,S0013-CB03A-15_S13_A,4,0.0,3.860800502919114e-12,0.9999999999961393,0.0,0.0
915,MSCB03,S0013-CB03A-15_S13_A,4,0.0,1.0,2.428925370342812e-103,0.0,0.0
916,MSCB04,S0013-CB03A-15_S13_A,4,0.2,0.2,0.2,0.2,0.2
917,MSCB05,S0013-CB03A-15_S13_A,4,2.0462040675786086e-82,0.9999999999999987,1.439653594536639e-15,4.901247688459203e-36,0.0
918,MSCB06,S0013-CB03A-15_S13_A,4,1.0,0.0,0.0,0.0,0.0
919,MSCB07,S0013-CB03A-15_S13_A,4,0.0,0.0,0.0,0.0,0.0
920,MSCB08,S0013-CB03A-15_S13_A,4,0.0,0.0,0.0,0.0,0.0
921,MSCB09,S0013-CB03A-15_S13_A,4,0.0,0.0,0.0,1.0,0.0
922,MSCB10,S0013-CB03A-15_S13_A,4,1.0,0.0,0.0,0.0,0.0
923,MSCB11,S0013-CB03A-15_S13_A,4,0.0,0.0,0.0,0.0,0.0
924,MSCB12,S0013-CB03A-15_S13_A,4,0.0,0.0,0.0,1.0,0.0
925,MSCB13,S0013-CB03A-15_S13_A,4,0.0,0.0,0.0,1.0,0.0
926,MSCB14,S0013-CB03A-15_S13_A,4,0.0,0.0,0.0,1.0,0.0
927,MSCB15,S0013-CB03A-15_S13_A,4,0.2,0.2,0.2,0.2,0.2
928,MSCB16,S0013-CB03A-15_S13_A,4,0.2,0.2,0.2,0.2,0.2
929,MSCB17,S0013-CB03A-15_S13_A,4,1.0205788614768547e-150,1.928385100969081e-47,1.0,0.0,0.0
930,MSCB18,S0013-CB03A-15_S13_A,4,0.0,2.538366059859228e-08,0.9999999746163395,0.0,0.0
931,MSCB19,S0013-CB03A-15_S13_A,4,0.2,0.2,0.2,0.2,0.2
932,MSCB20,S0013-CB03A-15_S13_A,4,0.2,0.2,0.2,0.2,0.2
933,MSCB21,S0013-CB03A-15_S13_A,4,0.2,0.2,0.2,0.2,0.2
934,MSCB22,S0013-CB03A-15_S13_A,4,0.0,0.999070055427764,0.0009299445722361128,0.0,0.0
935,MSCB23,S0013-CB03A-15_S13_A,4,1.0,0.0,0.0,0.0,0.0
936,MSCB24,S0013-CB03A-15_S13_A,4,0.0,3.57505405596476e-80,1.2180762758461254e-105,1.0,0.0
937,MSCB25,S0013-CB03A-15_S13_A,4,0.0,1.0,1.2191441465576768e-87,0.0,0.0
938,MSCB26,S0013-CB03A-15_S13_A,4,0.2,0.2,0.2,0.2,0.2
939,MSCB27,S0013-CB03A-15_S13_A,4,1.340071125452282e-18,0.9999999999999925,7.529593335394254e-15,4.580841006213454e-22,0.0
940,MSCB28,S0013-CB03A-15_S13_A,4,0.0,4.080549131208466e-80,2.187674615826879e-55,1.0,0.0
941,MSCB29,S0013-CB03A-15_S13_A,4,0.2,0.2,0.2,0.2,0.2
942,MSCB30,S0013-CB03A-15_S13_A,4,1.0,0.0,0.0,0.0,0.0
943,MSCB31,S0013-CB03A-15_S13_A,4,0.2,0.2,0.2,0.2,0.2
944,MSCB32,S0013-CB03A-15_S13_A,4,0.2,0.2,0.2,0.2,0.2
945,MSCB33,S0013-CB03A-15_S13_A,4,0.0,0.0,0.0,0.0,0.0
946,MSCB34,S0013-CB03A-15_S13_A,4,0.2,0.2,0.2,0.2,0.2
947,MSCB35,S0013-CB03A-15_S13_A,4,0.0,0.0,0.0,0.0,0.0
948,MSCB36,S0013-CB03A-15_S13_A,4,0.2,0.2,0.2,0.2,0.2
949,MSCB37,S0013-CB03A-15_S13_A,4,1.0,0.0,0.0,0.0,0.0
950,MSCB38,S0013-CB03A-15_S13_A,4,0.0,2.993594881867791e-136,8.704146669564303e-63,1.0,0.0
951,MSCB01,S0013-CB03A-15_S13_B,4,0.0,0.0,0.0,0.0,1.0
952,MSCB02,S0013-CB03A-15_S13_B,4,0.0,2.8442158576365664e-22,1.0,5.04150774139341e-71,0.0
953,MSCB03,S0013-CB03A-15_S13_B,4,0.2,0.2,0.2,0.2,0.2
954,MSCB04,S0013-CB03A-15_S13_B,4,5.2870691485495726e-67,8.447375830631346e-14,0.9999999999999156,0.0,0.0
955,MSCB05,S0013-CB03A-15_S13_B,4,3.9385545286198104e-75,1.0,3.257365341838329e-23,4.359333414432178e-37,0.0
956,MSCB06,S0013-CB03A-15_S13_B,4,1.0,0.0,0.0,0.0,0.0
957,MSCB07,S0013-CB03A-15_S13_B,4,0.0,0.0,0.0,0.0,0.0
958,MSCB08,S0013-CB03A-15_S13_B,4,0.0,0.0,0.0,0.0,0.0
959,MSCB09,S0013-CB03A-15_S13_B,4,0.0,0.0,0.0,1.0,0.0
960,MSCB10,S0013-CB03A-15_S13_B,4,1.0,0.0,0.0,0.0,0.0
961,MSCB11,S0013-CB03A-15_S13_B,4,0.0,0.0,0.0,0.0,0.0
962,MSCB12,S0013-CB03A-15_S13_B,4,0.0,0.0,0.0,1.0,0.0
963,MSCB13,S0013-CB03A-15_S13_B,4,0.0,0.0,0.0,1.0,0.0
964,MSCB14,S0013-CB03A-15_S13_B,4,0.0,0.0,0.0,1.0,0.0
965,MSCB15,S0013-CB03A-15_S13_B,4,0.2,0.2,0.2,0.2,0.2
966,MSCB16,S0013-CB03A-15_S13_B,4,0.2,0.2,0.2,0.2,0.2
967,MSCB17,S0013-CB03A-15_S13_B,4,1.1604076020257892e-135,1.11200389069551e-40,1.0,0.0,0.0
968,MSCB18,S0013-CB03A-15_S13_B,4,0.0,1.0,1.7947153108540135e-26,0.0,0.0
969,MSCB19,S0013-CB03A-15_S13_B,4,0.2,0.2,0.2,0.2,0.2
970,MSCB20,S0013-CB03A-15_S13_B,4,0.2,0.2,0.2,0.2,0.2
971,MSCB21,S0013-CB03A-15_S13_B,4,0.2,0.2,0.2,0.2,0.2
972,MSCB22,S0013-CB03A-15_S13_B,4,0.0,0.9999997732254226,2.2677449621464992e-07,8.129013104297904e-14,0.0
973,MSCB23,S0013-CB03A-15_S13_B,4,0.2,0.2,0.2,0.2,0.2
974,MSCB24,S0013-CB03A-15_S13_B,4,0.0,0.0,0.0,1.0,0.0
975,MSCB25,S0013-CB03A-15_S13_B,4,0.0,1.0,1.3726342810369905e-72,0.0,0.0
976,MSCB26,S0013-CB03A-15_S13_B,4,0.2,0.2,0.2,0.2,0.2
977,MSCB27,S0013-CB03A-15_S13_B,4,0.0,0.0,0.0,0.0,1.0
978,MSCB28,S0013-CB03A-15_S13_B,4,0.0,1.4498949392117947e-89,4.352740221550247e-61,1.0,0.0
979,MSCB29,S0013-CB03A-15_S13_B,4,0.2,0.2,0.2,0.2,0.2
980,MSCB30,S0013-CB03A-15_S13_B,4,1.0,0.0,0.0,0.0,0.0
981,MSCB31,S0013-CB03A-15_S13_B,4,0.2,0.2,0.2,0.2,0.2
982,MSCB32,S0013-CB03A-15_S13_B,4,0.2,0.2,0.2,0.2,0.2
983,MSCB33,S0013-CB03A-15_S13_B,4,0.0,0.0,0.0,0.0,0.0
984,MSCB34,S0013-CB03A-15_S13_B,4,0.2,0.2,0.2,0.2,0.2
985,MSCB35,S0013-CB03A-15_S13_B,4,0.0,0.0,0.0,0.0,0.0
986,MSCB36,S0013-CB03A-15_S13_B,4,0.2,0.2,0.2,0.2,0.2
987,MSCB37,S0013-CB03A-15_S13_B,4,1.4863300980643766e-56,4.902025564454379e-17,1.0,0.0,0.0
988,MSCB38,S0013-CB03A-15_S13_B,4,0.0,5.611186148344688e-141,3.39896436898043e-69,1.0,0.0
989,MSCB01,S0014-NTC2-pl1_S14_A,4,0.0,0.0,0.0,0.0,0.0
990,MSCB02,S0014-NTC2-pl1_S14_A,4,0.0,0.0,0.0,0.0,0.0
991,MSCB03,S0014-NTC2-pl1_S14_A,4,0.0,0.0,0.0,0.0,0.0
992,MSCB04,S0014-NTC2-pl1_S14_A,4,0.0,0.0,0.0,0.0,0.0
993,MSCB05,S0014-NTC2-pl1_S14_A,4,1.0,0.0,0.0,0.0,0.0
994,MSCB06,S0014-NTC2-pl1_S14_A,4,0.0,0.0,0.0,0.0,0.0
995,MSCB07,S0014-NTC2-pl1_S14_A,4,0.0,0.0,0.0,0.0,0.0
996,MSCB08,S0014-NTC2-pl1_S14_A,4,0.0,0.0,0.0,0.0,0.0
997,MSCB09,S0014-NTC2-pl1_S14_A,4,0.0,0.0,0.0,0.0,0.0
998,MSCB10,S0014-NTC2-pl1_S14_A,4,0.0,0.0,0.0,0.0,0.0
999,MSCB11,S0014-NTC2-pl1_S14_A,4,0.0,0.0,0.0,0.0,0.0
1000,MSCB12,S0014-NTC2-pl1_S14_A,4,0.0,0.0,0.0,0.0,0.0
1001,MSCB13,S0014-NTC2-pl1_S14_A,4,0.0,0.0,0.0,0.0,0.0
1002,MSCB14,S0014-NTC2-pl1_S14_A,4,1.0,0.0,0.0,0.0,0.0
1003,MSCB15,S0014-NTC2-pl1_S14_A,4,0.0,0.0,0.0,0.0,0.0
1004,MSCB16,S0014-NTC2-pl1_S14_A,4,0.0,0.0,0.0,0.0,0.0
1005,MSCB17,S0014-NTC2-pl1_S14_A,4,0.0,0.0,0.0,0.0,0.0
1006,MSCB18,S0014-NTC2-pl1_S14_A,4,0.0,0.0,0.0,0.0,0.0
1007,MSCB19,S0014-NTC2-pl1_S14_A,4,0.0,0.0,0.0,0.0,0.0
1008,MSCB20,S0014-NTC2-pl1_S14_A,4,1.0,0.0,0.0,0.0,0.0
1009,MSCB21,S0014-NTC2-pl1_S14_A,4,0.2,0.2,0.2,0.2,0.2
1010,MSCB22,S0014-NTC2-pl1_S14_A,4,0.0,0.0,0.0,0.0,0.0
1011,MSCB23,S0014-NTC2-pl1_S14_A,4,0.0,0.0,0.0,0.0,0.0
1012,MSCB24,S0014-NTC2-pl1_S14_A,4,0.0,0.0,0.0,0.0,0.0
1013,MSCB25,S0014-NTC2-pl1_S14_A,4,0.0,0.0,0.0,0.0,0.0
1014,MSCB26,S0014-NTC2-pl1_S14_A,4,1.0,0.0,0.0,0.0,0.0
1015,MSCB27,S0014-NTC2-pl1_S14_A,4,0.0,0.0,0.0,0.0,0.0
1016,MSCB28,S0014-NTC2-pl1_S14_A,4,0.0,0.0,0.0,0.0,0.0
1017,MSCB29,S0014-NTC2-pl1_S14_A,4,0.0,0.0,0.0,0.0,0.0
1018,MSCB30,S0014-NTC2-pl1_S14_A,4,0.0,0.0,0.0,0.0,0.0
1019,MSCB31,S0014-NTC2-pl1_S14_A,4,0.0,0.0,0.0,0.0,0.0
1020,MSCB32,S0014-NTC2-pl1_S14_A,4,0.0,0.0,0.0,0.0,0.0
1021,MSCB33,S0014-NTC2-pl1_S14_A,4,0.0,0.0,0.0,0.0,0.0
1022,MSCB34,S0014-NTC2-pl1_S14_A,4,0.0,0.0,0.0,0.0,0.0
1023,MSCB35,S0014-NTC2-pl1_S14_A,4,0.0,0.0,0.0,0.0,0.0
1024,MSCB36,S0014-NTC2-pl1_S14_A,4,1.0,0.0,0.0,0.0,0.0
1025,MSCB37,S0014-NTC2-pl1_S14_A,4,0.0,0.0,0.0,0.0,0.0
1026,MSCB38,S0014-NTC2-pl1_S14_A,4,0.0,0.0,0.0,0.0,0.0
1027,MSCB01,S0014-NTC2-pl1_S14_B,4,0.0,0.0,0.0,0.0,0.0
1028,MSCB02,S0014-NTC2-pl1_S14_B,4,0.0,0.0,0.0,0.0,0.0
1029,MSCB03,S0014-NTC2-pl1_S14_B,4,0.0,0.0,0.0,0.0,0.0
1030,MSCB04,S0014-NTC2-pl1_S14_B,4,0.0,0.0,0.0,0.0,0.0
1031,MSCB05,S0014-NTC2-pl1_S14_B,4,0.2,0.2,0.2,0.2,0.2
1032,MSCB06,S0014-NTC2-pl1_S14_B,4,0.0,0.0,0.0,0.0,0.0
1033,MSCB07,S0014-NTC2-pl1_S14_B,4,0.0,0.0,0.0,0.0,0.0
1034,MSCB08,S0014-NTC2-pl1_S14_B,4,0.0,0.0,0.0,0.0,0.0
1035,MSCB09,S0014-NTC2-pl1_S14_B,4,0.0,0.0,0.0,0.0,0.0
1036,MSCB10,S0014-NTC2-pl1_S14_B,4,0.0,0.0,0.0,0.0,0.0
1037,MSCB11,S0014-NTC2-pl1_S14_B,4,0.0,0.0,0.0,0.0,0.0
1038,MSCB12,S0014-NTC2-pl1_S14_B,4,0.0,0.0,0.0,0.0,0.0
1039,MSCB13,S0014-NTC2-pl1_S14_B,4,0.0,0.0,0.0,0.0,0.0
1040,MSCB14,S0014-NTC2-pl1_S14_B,4,0.2,0.2,0.2,0.2,0.2
1041,MSCB15,S0014-NTC2-pl1_S14_B,4,0.0,0.0,0.0,0.0,0.0
1042,MSCB16,S0014-NTC2-pl1_S14_B,4,0.0,0.0,0.0,0.0,0.0
1043,MSCB17,S0014-NTC2-pl1_S14_B,4,0.0,0.0,0.0,0.0,0.0
1044,MSCB18,S0014-NTC2-pl1_S14_B,4,0.0,0.0,0.0,0.0,0.0
1045,MSCB19,S0014-NTC2-pl1_S14_B,4,0.0,0.0,0.0,0.0,0.0
1046,MSCB20,S0014-NTC2-pl1_S14_B,4,0.0,0.0,0.0,0.0,0.0
1047,MSCB21,S0014-NTC2-pl1_S14_B,4,1.0,0.0,0.0,0.0,0.0
1048,MSCB22,S0014-NTC2-pl1_S14_B,4,0.0,0.0,0.0,0.0,0.0
1049,MSCB23,S0014-NTC2-pl1_S14_B,4,0.0,0.0,0.0,0.0,0.0
1050,MSCB24,S0014-NTC2-pl1_S14_B,4,0.0,0.0,0.0,0.0,0.0
1051,MSCB25,S0014-NTC2-pl1_S14_B,4,0.0,0.0,0.0,0.0,0.0
1052,MSCB26,S0014-NTC2-pl1_S14_B,4,1.0,0.0,0.0,0.0,0.0
1053,MSCB27,S0014-NTC2-pl1_S14_B,4,0.0,0.0,0.0,0.0,0.0
1054,MSCB28,S0014-NTC2-pl1_S14_B,4,0.0,0.0,0.0,0.0,0.0
1055,MSCB29,S0014-NTC2-pl1_S14_B,4,0.0,0.0,0.0,0.0,0.0
1056,MSCB30,S0014-NTC2-pl1_S14_B,4,0.0,0.0,0.0,0.0,0.0
1057,MSCB31,S0014-NTC2-pl1_S14_B,4,0.0,0.0,0.0,0.0,0.0
1058,MSCB32,S0014-NTC2-pl1_S14_B,4,0.0,0.0,0.0,0.0,0.0
1059,MSCB33,S0014-NTC2-pl1_S14_B,4,0.0,0.0,0.0,0.0,0.0
1060,MSCB34,S0014-NTC2-pl1_S14_B,4,0.0,0.0,0.0,0.0,0.0
1061,MSCB35,S0014-NTC2-pl1_S14_B,4,0.0,0.0,0.0,0.0,0.0
1062,MSCB36,S0014-NTC2-pl1_S14_B,4,1.0,0.0,0.0,0.0,0.0
1063,MSCB37,S0014-NTC2-pl1_S14_B,4,0.0,0.0,0.0,0.0,0.0
1064,MSCB38,S0014-NTC2-pl1_S14_B,4,0.0,0.0,0.0,0.0,0.0
1065,MSCB01,S0015-CB02B-04_S15_A,4,0.0,0.0,0.0,0.0,1.0
1066,MSCB02,S0015-CB02B-04_S15_A,4,0.0,0.0,0.0,1.0,0.0
1067,MSCB03,S0015-CB02B-04_S15_A,4,0.0,0.0,0.0,0.0,0.0
1068,MSCB04,S0015-CB02B-04_S15_A,4,0.0,0.0,0.0,0.0,1.0
1069,MSCB05,S0015-CB02B-04_S15_A,4,0.0,0.0,0.0,3.256093062542686e-07,0.9999996743906937
1070,MSCB06,S0015-CB02B-04_S15_A,4,0.2,0.2,0.2,0.2,0.2
1071,MSCB07,S0015-CB02B-04_S15_A,4,0.0,0.0,0.0,1.0,0.0
1072,MSCB08,S0015-CB02B-04_S15_A,4,0.0,0.0,0.0,0.0,0.0
1073,MSCB09,S0015-CB02B-04_S15_A,4,0.0,0.0,0.0,1.9426654012271534e-21,1.0
1074,MSCB10,S0015-CB02B-04_S15_A,4,1.4087902929571746e-114,2.5005900010766756e-43,1.0,1.8498559746336993e-81,0.0
1075,MSCB11,S0015-CB02B-04_S15_A,4,0.0,0.0,0.0,0.0,0.0
1076,MSCB12,S0015-CB02B-04_S15_A,4,0.0,0.0,0.0,1.0,0.0
1077,MSCB13,S0015-CB02B-04_S15_A,4,0.0,1.0,6.952170879245326e-53,0.0,0.0
1078,MSCB14,S0015-CB02B-04_S15_A,4,0.2,0.2,0.2,0.2,0.2
1079,MSCB15,S0015-CB02B-04_S15_A,4,0.2,0.2,0.2,0.2,0.2
1080,MSCB16,S0015-CB02B-04_S15_A,4,0.2,0.2,0.2,0.2,0.2
1081,MSCB17,S0015-CB02B-04_S15_A,4,0.0,0.0,0.0,1.0,0.0
1082,MSCB18,S0015-CB02B-04_S15_A,4,0.2,0.2,0.2,0.2,0.2
1083,MSCB19,S0015-CB02B-04_S15_A,4,0.0,0.0,0.0,0.0,1.0
1084,MSCB20,S0015-CB02B-04_S15_A,4,0.2,0.2,0.2,0.2,0.2
1085,MSCB21,S0015-CB02B-04_S15_A,4,0.2,0.2,0.2,0.2,0.2
1086,MSCB22,S0015-CB02B-04_S15_A,4,0.0,0.0,0.0,1.0,0.0
1087,MSCB23,S0015-CB02B-04_S15_A,4,0.2,0.2,0.2,0.2,0.2
1088,MSCB24,S0015-CB02B-04_S15_A,4,0.0,7.405580492003282e-119,9.748134607936728e-79,1.0,0.0
1089,MSCB25,S0015-CB02B-04_S15_A,4,0.0,1.748868549740986e-15,0.9999999999999982,0.0,0.0
1090,MSCB26,S0015-CB02B-04_S15_A,4,0.2,0.2,0.2,0.2,0.2
1091,MSCB27,S0015-CB02B-04_S15_A,4,0.0,0.0,0.0,1.0,0.0
1092,MSCB28,S0015-CB02B-04_S15_A,4,0.0,0.0,0.0,1.0,0.0
1093,MSCB29,S0015-CB02B-04_S15_A,4,0.0,0.0,0.0,0.0,0.0
1094,MSCB30,S0015-CB02B-04_S15_A,4,0.2,0.2,0.2,0.2,0.2
1095,MSCB31,S0015-CB02B-04_S15_A,4,0.2,0.2,0.2,0.2,0.2
1096,MSCB32,S0015-CB02B-04_S15_A,4,0.0,0.0,0.0,1.0,0.0
1097,MSCB33,S0015-CB02B-04_S15_A,4,1.0,0.0,0.0,0.0,0.0
1098,MSCB34,S0015-CB02B-04_S15_A,4,0.2,0.2,0.2,0.2,0.2
1099,MSCB35,S0015-CB02B-04_S15_A,4,0.0,0.0,0.0,0.0,0.0
1100,MSCB36,S0015-CB02B-04_S15_A,4,0.0,0.0,0.0,0.0,1.0
1101,MSCB37,S0015-CB02B-04_S15_A,4,0.2,0.2,0.2,0.2,0.2
1102,MSCB38,S0015-CB02B-04_S15_A,4,0.0,1.0,7.1905458946355e-45,1.7191716727765056e-53,1.6198445112753607e-119
1103,MSCB01,S0015-CB02B-04_S15_B,4,0.0,1.0,7.11990593554193e-27,0.0,0.0
1104,MSCB02,S0015-CB02B-04_S15_B,4,0.0,0.0,0.0,1.0,0.0
1105,MSCB03,S0015-CB02B-04_S15_B,4,0.0,0.0,0.0,0.0,0.0
1106,MSCB04,S0015-CB02B-04_S15_B,4,0.0,0.0,0.0,0.0,1.0
1107,MSCB05,S0015-CB02B-04_S15_B,4,0.0,0.0,0.0,0.0074428665910282864,0.9925571334089718
1108,MSCB06,S0015-CB02B-04_S15_B,4,0.2,0.2,0.2,0.2,0.2
1109,MSCB07,S0015-CB02B-04_S15_B,4,0.0,0.0,0.0,1.0,0.0
1110,MSCB08,S0015-CB02B-04_S15_B,4,0.0,0.0,0.0,0.0,0.0
1111,MSCB09,S0015-CB02B-04_S15_B,4,0.2,0.2,0.2,0.2,0.2
1112,MSCB10,S0015-CB02B-04_S15_B,4,2.0710058433069163e-110,1.182555806069647e-41,1.0,4.672828899076229e-80,0.0
1113,MSCB11,S0015-CB02B-04_S15_B,4,0.0,0.0,0.0,0.0,0.0
1114,MSCB12,S0015-CB02B-04_S15_B,4,0.0,0.0,0.0,1.0,0.0
1115,MSCB13,S0015-CB02B-04_S15_B,4,0.0,1.0,4.88598823669944e-73,0.0,0.0
1116,MSCB14,S0015-CB02B-04_S15_B,4,0.2,0.2,0.2,0.2,0.2
1117,MSCB15,S0015-CB02B-04_S15_B,4,0.2,0.2,0.2,0.2,0.2
1118,MSCB16,S0015-CB02B-04_S15_B,4,0.2,0.2,0.2,0.2,0.2
1119,MSCB17,S0015-CB02B-04_S15_B,4,0.0,0.0,0.0,1.0,0.0
1120,MSCB18,S0015-CB02B-04_S15_B,4,0.2,0.2,0.2,0.2,0.2
1121,MSCB19,S0015-CB02B-04_S15_B,4,0.0,0.0,0.0,1.0,0.0
1122,MSCB20,S0015-CB02B-04_S15_B,4,0.2,0.2,0.2,0.2,0.2
1123,MSCB21,S0015-CB02B-04_S15_B,4,0.2,0.2,0.2,0.2,0.2
1124,MSCB22,S0015-CB02B-04_S15_B,4,0.0,0.0,0.0,1.0,0.0
1125,MSCB23,S0015-CB02B-04_S15_B,4,0.2,0.2,0.2,0.2,0.2
1126,MSCB24,S0015-CB02B-04_S15_B,4,0.0,2.644245638532812e-116,1.3052553298503445e-76,1.0,0.0
1127,MSCB25,S0015-CB02B-04_S15_B,4,1.0,0.0,0.0,0.0,0.0
1128,MSCB26,S0015-CB02B-04_S15_B,4,0.2,0.2,0.2,0.2,0.2
1129,MSCB27,S0015-CB02B-04_S15_B,4,0.0,0.0,0.0,1.0,0.0
1130,MSCB28,S0015-CB02B-04_S15_B,4,0.0,0.0,0.0,1.0,0.0
1131,MSCB29,S0015-CB02B-04_S15_B,4,0.0,0.0,0.0,0.0,0.0
1132,MSCB30,S0015-CB02B-04_S15_B,4,0.2,0.2,0.2,0.2,0.2
1133,MSCB31,S0015-CB02B-04_S15_B,4,1.0,0.0,0.0,0.0,0.0
