Serial,Loci,Sample,Ploidy,Prob_AAAA,Prob_AAAB,Prob_AABB,Prob_AABC,Prob_ABCD
1134,MSCB32,S0015-CB02B-04_S15_B,4,0.0,0.0,0.0,1.0,0.0
1135,MSCB33,S0015-CB02B-04_S15_B,4,0.2,0.2,0.2,0.2,0.2
1136,MSCB34,S0015-CB02B-04_S15_B,4,0.2,0.2,0.2,0.2,0.2
1137,MSCB35,S0015-CB02B-04_S15_B,4,0.0,0.0,0.0,0.0,0.0
1138,MSCB36,S0015-CB02B-04_S15_B,4,0.2,0.2,0.2,0.2,0.2
1139,MSCB37,S0015-CB02B-04_S15_B,4,0.2,0.2,0.2,0.2,0.2
1140,MSCB38,S0015-CB02B-04_S15_B,4,0.0,1.0,6.825400985925299e-45,1.4001450580185581e-52,3.782329001372425e-117
1141,MSCB01,S0016-CB03A-06_S16_A,4,0.0,0.0,0.0,0.0,0.0
1142,MSCB02,S0016-CB03A-06_S16_A,4,0.0,0.0,0.0,1.0,0.0
1143,MSCB03,S0016-CB03A-06_S16_A,4,0.0,0.0,0.0,0.0,0.0
1144,MSCB04,S0016-CB03A-06_S16_A,4,0.0,0.0,0.0,0.0,1.0
1145,MSCB05,S0016-CB03A-06_S16_A,4,0.0,4.695376200007047e-09,0.9999999953046237,3.7355252485997286e-22,0.0
1146,MSCB06,S0016-CB03A-06_S16_A,4,0.2,0.2,0.2,0.2,0.2
1147,MSCB07,S0016-CB03A-06_S16_A,4,0.2,0.2,0.2,0.2,0.2
1148,MSCB08,S0016-CB03A-06_S16_A,4,0.0,0.0,0.0,0.0,0.0
1149,MSCB09,S0016-CB03A-06_S16_A,4,0.0,9.112872732109035e-174,2.2537732348719205e-97,1.0,0.0
1150,MSCB10,S0016-CB03A-06_S16_A,4,3.574565420506373e-73,1.4696352604823072e-34,2.121929237978497e-20,1.0,0.0
1151,MSCB11,S0016-CB03A-06_S16_A,4,0.0,0.0,0.0,0.0,0.0
1152,MSCB12,S0016-CB03A-06_S16_A,4,0.0,0.0,0.0,1.0,0.0
1153,MSCB13,S0016-CB03A-06_S16_A,4,0.0,1.0,3.3332782496005274e-50,0.0,0.0
1154,MSCB14,S0016-CB03A-06_S16_A,4,0.0,0.0,0.0,1.0,0.0
1155,MSCB15,S0016-CB03A-06_S16_A,4,0.0,0.0,0.0,1.0,0.0
1156,MSCB16,S0016-CB03A-06_S16_A,4,0.2,0.2,0.2,0.2,0.2
1157,MSCB17,S0016-CB03A-06_S16_A,4,0.0,1.0,3.216025075528003e-70,1.4365535509748945e-55,0.0
1158,MSCB18,S0016-CB03A-06_S16_A,4,1.0,0.0,0.0,0.0,0.0
1159,MSCB19,S0016-CB03A-06_S16_A,4,0.0,1.0,8.354471896561038e-32,0.0,0.0
1160,MSCB20,S0016-CB03A-06_S16_A,4,1.0,0.0,0.0,0.0,0.0
1161,MSCB21,S0016-CB03A-06_S16_A,4,0.0,1.3172792269687769e-55,8.621585510463512e-97,1.0,0.0
1162,MSCB22,S0016-CB03A-06_S16_A,4,0.2,0.2,0.2,0.2,0.2
1163,MSCB23,S0016-CB03A-06_S16_A,4,0.0,0.0,0.0,0.0,0.0
1164,MSCB24,S0016-CB03A-06_S16_A,4,0.0,2.0374461298448784e-148,6.673276819892224e-66,1.0,0.0
1165,MSCB25,S0016-CB03A-06_S16_A,4,0.0,0.0,0.0,0.0,0.0
1166,MSCB26,S0016-CB03A-06_S16_A,4,0.0,0.0,0.0,0.0,1.0
1167,MSCB27,S0016-CB03A-06_S16_A,4,0.2,0.2,0.2,0.2,0.2
1168,MSCB28,S0016-CB03A-06_S16_A,4,0.0,0.0,0.0,0.0,1.0
1169,MSCB29,S0016-CB03A-06_S16_A,4,1.0,0.0,0.0,0.0,0.0
1170,MSCB30,S0016-CB03A-06_S16_A,4,0.2,0.2,0.2,0.2,0.2
1171,MSCB31,S0016-CB03A-06_S16_A,4,0.0,0.0,0.0,0.0,1.0
1172,MSCB32,S0016-CB03A-06_S16_A,4,0.2,0.2,0.2,0.2,0.2
1173,MSCB33,S0016-CB03A-06_S16_A,4,0.0,0.0,0.0,0.0,0.0
1174,MSCB34,S0016-CB03A-06_S16_A,4,0.0,0.0,0.0,0.0,0.0
1175,MSCB35,S0016-CB03A-06_S16_A,4,0.0,0.0,0.0,0.0,0.0
1176,MSCB36,S0016-CB03A-06_S16_A,4,0.0,0.0,0.0,1.0,0.0
1177,MSCB37,S0016-CB03A-06_S16_A,4,0.2,0.2,0.2,0.2,0.2
1178,MSCB38,S0016-CB03A-06_S16_A,4,0.0,0.0,0.0,1.0,0.0
1179,MSCB01,S0016-CB03A-06_S16_B,4,0.0,0.0,0.0,0.0,0.0
1180,MSCB02,S0016-CB03A-06_S16_B,4,0.0,0.0,0.0,1.0,0.0
1181,MSCB03,S0016-CB03A-06_S16_B,4,0.0,0.0,0.0,0.0,0.0
1182,MSCB04,S0016-CB03A-06_S16_B,4,0.0,0.0,0.0,0.0,1.0
1183,MSCB05,S0016-CB03A-06_S16_B,4,0.0,1.2708307787391967e-11,0.9999999999872917,1.5002555807769428e-23,0.0
1184,MSCB06,S0016-CB03A-06_S16_B,4,0.2,0.2,0.2,0.2,0.2
1185,MSCB07,S0016-CB03A-06_S16_B,4,0.2,0.2,0.2,0.2,0.2
1186,MSCB08,S0016-CB03A-06_S16_B,4,0.0,0.0,0.0,0.0,0.0
1187,MSCB09,S0016-CB03A-06_S16_B,4,0.0,4.92650776939355e-176,2.2259488739475464e-101,1.0,0.0
1188,MSCB10,S0016-CB03A-06_S16_B,4,6.863013536536851e-71,7.821590635489061e-34,7.923360508219575e-21,1.0,0.0
1189,MSCB11,S0016-CB03A-06_S16_B,4,0.0,0.0,0.0,0.0,0.0
1190,MSCB12,S0016-CB03A-06_S16_B,4,0.0,0.0,0.0,1.0,0.0
1191,MSCB13,S0016-CB03A-06_S16_B,4,0.0,1.0,1.5894309280398303e-56,0.0,0.0
1192,MSCB14,S0016-CB03A-06_S16_B,4,0.2,0.2,0.2,0.2,0.2
1193,MSCB15,S0016-CB03A-06_S16_B,4,0.0,0.0,0.0,1.0,0.0
1194,MSCB16,S0016-CB03A-06_S16_B,4,0.2,0.2,0.2,0.2,0.2
1195,MSCB17,S0016-CB03A-06_S16_B,4,0.0,1.0,3.516723420090207e-67,2.444156947088036e-55,0.0
1196,MSCB18,S0016-CB03A-06_S16_B,4,1.0,0.0,0.0,0.0,0.0
1197,MSCB19,S0016-CB03A-06_S16_B,4,0.2,0.2,0.2,0.2,0.2
1198,MSCB20,S0016-CB03A-06_S16_B,4,0.2,0.2,0.2,0.2,0.2
1199,MSCB21,S0016-CB03A-06_S16_B,4,0.0,2.283638028876393e-55,2.912637174016173e-97,1.0,0.0
1200,MSCB22,S0016-CB03A-06_S16_B,4,0.0,0.0,0.0,0.0,0.0
1201,MSCB23,S0016-CB03A-06_S16_B,4,0.0,0.0,0.0,0.0,0.0
1202,MSCB24,S0016-CB03A-06_S16_B,4,0.0,7.652854157511269e-131,4.2751488276935067e-63,1.0,0.0
1203,MSCB25,S0016-CB03A-06_S16_B,4,0.0,0.0,0.0,0.0,0.0
1204,MSCB26,S0016-CB03A-06_S16_B,4,0.0,0.0,0.0,1.0,0.0
1205,MSCB27,S0016-CB03A-06_S16_B,4,0.2,0.2,0.2,0.2,0.2
1206,MSCB28,S0016-CB03A-06_S16_B,4,0.0,0.0,0.0,1.0,0.0
1207,MSCB29,S0016-CB03A-06_S16_B,4,0.2,0.2,0.2,0.2,0.2
1208,MSCB30,S0016-CB03A-06_S16_B,4,0.2,0.2,0.2,0.2,0.2
1209,MSCB31,S0016-CB03A-06_S16_B,4,0.0,0.0,0.0,0.0,1.0
1210,MSCB32,S0016-CB03A-06_S16_B,4,0.2,0.2,0.2,0.2,0.2
1211,MSCB33,S0016-CB03A-06_S16_B,4,0.0,0.0,0.0,0.0,0.0
1212,MSCB34,S0016-CB03A-06_S16_B,4,0.0,0.0,0.0,0.0,0.0
1213,MSCB35,S0016-CB03A-06_S16_B,4,0.0,0.0,0.0,0.0,0.0
1214,MSCB36,S0016-CB03A-06_S16_B,4,0.0,0.0,0.0,1.0,0.0
1215,MSCB37,S0016-CB03A-06_S16_B,4,0.2,0.2,0.2,0.2,0.2
1216,MSCB38,S0016-CB03A-06_S16_B,4,0.0,0.0,0.0,1.0,0.0
1217,MSCB01,S0017-CB03A-17_S17_A,4,0.0,4.915635155067052e-21,1.0,2.3348556099912495e-62,0.0
1218,MSCB02,S0017-CB03A-17_S17_A,4,0.0,1.0,6.666556499202961e-50,1.4676409791235615e-43,0.0
1219,MSCB03,S0017-CB03A-17_S17_A,4,1.0,0.0,0.0,0.0,0.0
1220,MSCB04,S0017-CB03A-17_S17_A,4,0.0,0.0,0.0,0.0,0.0
1221,MSCB05,S0017-CB03A-17_S17_A,4,0.0,1.904791122254457e-63,1.0,4.698858935669017e-22,0.0
1222,MSCB06,S0017-CB03A-17_S17_A,4,0.2,0.2,0.2,0.2,0.2
1223,MSCB07,S0017-CB03A-17_S17_A,4,0.0,0.0,0.0,0.0,0.0
1224,MSCB08,S0017-CB03A-17_S17_A,4,0.0,0.0,0.0,0.0,0.0
1225,MSCB09,S0017-CB03A-17_S17_A,4,0.0,0.0,0.0,1.0,0.0
1226,MSCB10,S0017-CB03A-17_S17_A,4,0.0,3.742188353265522e-67,2.0090388739360623e-107,1.0,0.0
1227,MSCB11,S0017-CB03A-17_S17_A,4,0.0,0.0,0.0,0.0,0.0
1228,MSCB12,S0017-CB03A-17_S17_A,4,0.0,3.366104512293689e-54,1.0,3.827417763981921e-69,3.4715069829315983e-56
1229,MSCB13,S0017-CB03A-17_S17_A,4,0.0,0.0,0.0,0.0,1.0
1230,MSCB14,S0017-CB03A-17_S17_A,4,0.0,0.0,0.0,0.0,1.0
1231,MSCB15,S0017-CB03A-17_S17_A,4,0.0,1.5512531474490819e-173,4.162928722466391e-89,1.0,1.7840900953567915e-89
1232,MSCB16,S0017-CB03A-17_S17_A,4,1.0,0.0,0.0,0.0,0.0
1233,MSCB17,S0017-CB03A-17_S17_A,4,0.2,0.2,0.2,0.2,0.2
1234,MSCB18,S0017-CB03A-17_S17_A,4,0.2,0.2,0.2,0.2,0.2
1235,MSCB19,S0017-CB03A-17_S17_A,4,0.2,0.2,0.2,0.2,0.2
1236,MSCB20,S0017-CB03A-17_S17_A,4,0.2,0.2,0.2,0.2,0.2
1237,MSCB21,S0017-CB03A-17_S17_A,4,0.2,0.2,0.2,0.2,0.2
1238,MSCB22,S0017-CB03A-17_S17_A,4,0.0,1.0,3.3332782496005274e-50,0.0,0.0
1239,MSCB23,S0017-CB03A-17_S17_A,4,1.0,0.0,0.0,0.0,0.0
1240,MSCB24,S0017-CB03A-17_S17_A,4,0.0,7.265960580645849e-144,4.3288866311802795e-73,1.0,0.0
1241,MSCB25,S0017-CB03A-17_S17_A,4,0.2,0.2,0.2,0.2,0.2
1242,MSCB26,S0017-CB03A-17_S17_A,4,0.0,1.0,3.471703448596573e-87,1.5907202529188768e-66,0.0
1243,MSCB27,S0017-CB03A-17_S17_A,4,0.0,1.0,3.151300301931448e-76,0.0,0.0
1244,MSCB28,S0017-CB03A-17_S17_A,4,0.0,0.0,0.0,1.0,1.8267031795176375e-64
1245,MSCB29,S0017-CB03A-17_S17_A,4,0.0,0.0,0.0,0.0,0.0
1246,MSCB30,S0017-CB03A-17_S17_A,4,0.2,0.2,0.2,0.2,0.2
1247,MSCB31,S0017-CB03A-17_S17_A,4,0.2,0.2,0.2,0.2,0.2
1248,MSCB32,S0017-CB03A-17_S17_A,4,0.0,0.0,0.0,0.0,0.0
1249,MSCB33,S0017-CB03A-17_S17_A,4,0.0,0.0,0.0,0.0,0.0
1250,MSCB34,S0017-CB03A-17_S17_A,4,0.2,0.2,0.2,0.2,0.2
1251,MSCB35,S0017-CB03A-17_S17_A,4,0.0,0.0,0.0,0.0,0.0
1252,MSCB36,S0017-CB03A-17_S17_A,4,0.0,0.0,0.0,0.0,1.0
1253,MSCB37,S0017-CB03A-17_S17_A,4,0.0,6.672659445603367e-91,9.668154855588769e-64,8.34454469341759e-64,1.0
1254,MSCB38,S0017-CB03A-17_S17_A,4,0.0,0.0,0.0,1.0,2.876447323092778e-134
1255,MSCB01,S0017-CB03A-17_S17_B,4,0.0,4.87773708898053e-28,1.0,0.0,0.0
1256,MSCB02,S0017-CB03A-17_S17_B,4,0.0,1.0,7.3146015366985405e-50,3.118491975098721e-42,0.0
1257,MSCB03,S0017-CB03A-17_S17_B,4,1.0,0.0,0.0,0.0,0.0
1258,MSCB04,S0017-CB03A-17_S17_B,4,0.0,0.0,0.0,0.0,0.0
1259,MSCB05,S0017-CB03A-17_S17_B,4,0.0,3.5755160960524505e-65,1.0,2.751166491569624e-22,0.0
1260,MSCB06,S0017-CB03A-17_S17_B,4,0.2,0.2,0.2,0.2,0.2
1261,MSCB07,S0017-CB03A-17_S17_B,4,0.0,0.0,0.0,0.0,0.0
1262,MSCB08,S0017-CB03A-17_S17_B,4,0.0,0.0,0.0,0.0,0.0
1263,MSCB09,S0017-CB03A-17_S17_B,4,0.0,0.0,0.0,0.0,1.0
1264,MSCB10,S0017-CB03A-17_S17_B,4,0.0,0.0,0.0,1.0,0.0
1265,MSCB11,S0017-CB03A-17_S17_B,4,0.0,0.0,0.0,0.0,0.0
1266,MSCB12,S0017-CB03A-17_S17_B,4,0.0,6.058988122128967e-53,1.0,1.90925515950207e-67,1.0627062192650432e-56
1267,MSCB13,S0017-CB03A-17_S17_B,4,0.0,0.0,0.0,0.0,1.0
1268,MSCB14,S0017-CB03A-17_S17_B,4,0.0,0.0,0.0,0.0,1.0
1269,MSCB15,S0017-CB03A-17_S17_B,4,0.0,2.2309406755253556e-131,2.3549318771991314e-57,1.0,0.0
1270,MSCB16,S0017-CB03A-17_S17_B,4,1.0,0.0,0.0,0.0,0.0
1271,MSCB17,S0017-CB03A-17_S17_B,4,0.2,0.2,0.2,0.2,0.2
1272,MSCB18,S0017-CB03A-17_S17_B,4,0.2,0.2,0.2,0.2,0.2
1273,MSCB19,S0017-CB03A-17_S17_B,4,0.0,1.0,2.8724891494984036e-41,0.0,0.0
1274,MSCB20,S0017-CB03A-17_S17_B,4,0.2,0.2,0.2,0.2,0.2
1275,MSCB21,S0017-CB03A-17_S17_B,4,0.2,0.2,0.2,0.2,0.2
1276,MSCB22,S0017-CB03A-17_S17_B,4,0.0,1.0,5.8075473093529934e-58,0.0,0.0
1277,MSCB23,S0017-CB03A-17_S17_B,4,0.2,0.2,0.2,0.2,0.2
1278,MSCB24,S0017-CB03A-17_S17_B,4,0.0,4.100718493485184e-145,5.565711382946788e-73,1.0,0.0
1279,MSCB25,S0017-CB03A-17_S17_B,4,0.0,1.0,7.399463260816087e-124,0.0,0.0
1280,MSCB26,S0017-CB03A-17_S17_B,4,0.0,0.0,0.0,1.0,0.0
1281,MSCB27,S0017-CB03A-17_S17_B,4,0.0,1.0,1.0048381102551073e-69,0.0,0.0
1282,MSCB28,S0017-CB03A-17_S17_B,4,0.2,0.2,0.2,0.2,0.2
1283,MSCB29,S0017-CB03A-17_S17_B,4,0.0,0.0,0.0,0.0,0.0
1284,MSCB30,S0017-CB03A-17_S17_B,4,0.2,0.2,0.2,0.2,0.2
1285,MSCB31,S0017-CB03A-17_S17_B,4,1.0,0.0,0.0,0.0,0.0
1286,MSCB32,S0017-CB03A-17_S17_B,4,0.0,0.0,0.0,0.0,0.0
1287,MSCB33,S0017-CB03A-17_S17_B,4,0.0,0.0,0.0,0.0,0.0
1288,MSCB34,S0017-CB03A-17_S17_B,4,0.2,0.2,0.2,0.2,0.2
1289,MSCB35,S0017-CB03A-17_S17_B,4,0.0,0.0,0.0,0.0,0.0
1290,MSCB36,S0017-CB03A-17_S17_B,4,0.0,0.0,0.0,0.0,1.0
1291,MSCB37,S0017-CB03A-17_S17_B,4,0.0,1.752536895875176e-90,9.394159643838076e-64,1.3713961684508694e-64,1.0
1292,MSCB38,S0017-CB03A-17_S17_B,4,0.0,0.0,0.0,1.0,1.3360706618928311e-132
1293,MSCB01,S0018-CB04B-39_S18_A,4,0.0,0.0,0.0,1.0,2.023268762469854e-118
1294,MSCB02,S0018-CB04B-39_S18_A,4,0.0,1.0,4.5216488273335396e-20,1.1125227895559491e-31,0.0
1295,MSCB03,S0018-CB04B-39_S18_A,4,0.0,0.0,0.0,1.0,0.0
1296,MSCB04,S0018-CB04B-39_S18_A,4,0.0,1.0,1.2777750687540767e-100,0.0,0.0
1297,MSCB05,S0018-CB04B-39_S18_A,4,0.0,0.0,0.0,1.1129248857674394e-10,0.9999999998887075
1298,MSCB06,S0018-CB04B-39_S18_A,4,0.2,0.2,0.2,0.2,0.2
1299,MSCB07,S0018-CB04B-39_S18_A,4,0.0,0.0,0.0,0.0,0.0
1300,MSCB08,S0018-CB04B-39_S18_A,4,0.0,0.0,0.0,0.0,0.0
1301,MSCB09,S0018-CB04B-39_S18_A,4,0.0,0.0,0.0,1.0,0.0
1302,MSCB10,S0018-CB04B-39_S18_A,4,4.5852533059536063e-07,0.9999995414746694,8.04907761434192e-46,0.0,0.0
1303,MSCB11,S0018-CB04B-39_S18_A,4,0.0,0.0,0.0,0.0,0.0
1304,MSCB12,S0018-CB04B-39_S18_A,4,0.0,5.299082654814381e-150,2.5643018836695418e-85,1.0,0.0
1305,MSCB13,S0018-CB04B-39_S18_A,4,1.0,0.0,0.0,0.0,0.0
1306,MSCB14,S0018-CB04B-39_S18_A,4,0.2,0.2,0.2,0.2,0.2
1307,MSCB15,S0018-CB04B-39_S18_A,4,1.0,0.0,0.0,0.0,0.0
1308,MSCB16,S0018-CB04B-39_S18_A,4,0.0,0.0,0.0,0.0,0.0
1309,MSCB17,S0018-CB04B-39_S18_A,4,0.0,1.0,2.6324853477323173e-69,1.2943113524596595e-66,2.9280149273738215e-184
1310,MSCB18,S0018-CB04B-39_S18_A,4,1.0,0.0,0.0,0.0,0.0
1311,MSCB19,S0018-CB04B-39_S18_A,4,0.0,0.0,0.0,0.0,0.0
1312,MSCB20,S0018-CB04B-39_S18_A,4,0.2,0.2,0.2,0.2,0.2
1313,MSCB21,S0018-CB04B-39_S18_A,4,0.0,0.0,0.0,4.329462438382338e-09,0.9999999956705374
1314,MSCB22,S0018-CB04B-39_S18_A,4,0.2,0.2,0.2,0.2,0.2
1315,MSCB23,S0018-CB04B-39_S18_A,4,0.0,0.0,0.0,1.0,0.0
1316,MSCB24,S0018-CB04B-39_S18_A,4,0.0,0.0,0.0,1.0,0.0
1317,MSCB25,S0018-CB04B-39_S18_A,4,1.0,0.0,0.0,0.0,0.0
1318,MSCB26,S0018-CB04B-39_S18_A,4,0.0,1.0,5.180143920228738e-135,3.9599885492977845e-105,0.0
1319,MSCB27,S0018-CB04B-39_S18_A,4,2.0829541825043203e-76,3.7323847966355245e-47,3.736645526409618e-60,0.9999999993092881,6.907119899879619e-10
1320,MSCB28,S0018-CB04B-39_S18_A,4,0.0,0.0,0.0,1.0,1.9902978803165377e-51
1321,MSCB29,S0018-CB04B-39_S18_A,4,0.0,0.0,0.0,0.0,0.0
1322,MSCB30,S0018-CB04B-39_S18_A,4,1.0,0.0,0.0,0.0,0.0
1323,MSCB31,S0018-CB04B-39_S18_A,4,0.2,0.2,0.2,0.2,0.2
1324,MSCB32,S0018-CB04B-39_S18_A,4,0.0,1.0,1.2122407721133608e-45,4.655486590733699e-42,0.0
1325,MSCB33,S0018-CB04B-39_S18_A,4,0.0,0.0,0.0,0.0,0.0
1326,MSCB34,S0018-CB04B-39_S18_A,4,0.2,0.2,0.2,0.2,0.2
1327,MSCB35,S0018-CB04B-39_S18_A,4,0.0,0.0,0.0,0.0,0.0
1328,MSCB36,S0018-CB04B-39_S18_A,4,0.0,0.0,0.0,1.0,0.0
1329,MSCB37,S0018-CB04B-39_S18_A,4,1.3048357971061227e-82,4.304011260724338e-22,1.0,0.0,0.0
1330,MSCB38,S0018-CB04B-39_S18_A,4,0.0,0.0,0.0,0.0,1.0
1331,MSCB01,S0018-CB04B-39_S18_B,4,0.0,0.0,0.0,1.0,0.0
1332,MSCB02,S0018-CB04B-39_S18_B,4,0.0,1.0,7.838582608380544e-18,3.13064508177351e-29,0.0
1333,MSCB03,S0018-CB04B-39_S18_B,4,0.0,0.0,0.0,1.0,0.0
1334,MSCB04,S0018-CB04B-39_S18_B,4,0.0,1.0,3.842635839800051e-104,2.1429848177302424e-109,0.0
1335,MSCB05,S0018-CB04B-39_S18_B,4,0.0,0.0,0.0,6.410447338623209e-10,0.9999999993589552
1336,MSCB06,S0018-CB04B-39_S18_B,4,0.2,0.2,0.2,0.2,0.2
1337,MSCB07,S0018-CB04B-39_S18_B,4,0.0,0.0,0.0,0.0,0.0
1338,MSCB08,S0018-CB04B-39_S18_B,4,0.0,0.0,0.0,0.0,0.0
1339,MSCB09,S0018-CB04B-39_S18_B,4,0.0,0.0,0.0,1.0,0.0
1340,MSCB10,S0018-CB04B-39_S18_B,4,2.9500340601169863e-05,0.9999704996593989,4.772569690362289e-47,0.0,0.0
1341,MSCB11,S0018-CB04B-39_S18_B,4,0.0,0.0,0.0,0.0,0.0
1342,MSCB12,S0018-CB04B-39_S18_B,4,0.0,6.5420773516242425e-152,2.849224315188717e-86,1.0,0.0
1343,MSCB13,S0018-CB04B-39_S18_B,4,1.0,0.0,0.0,0.0,0.0
1344,MSCB14,S0018-CB04B-39_S18_B,4,0.2,0.2,0.2,0.2,0.2
1345,MSCB15,S0018-CB04B-39_S18_B,4,1.0,0.0,0.0,0.0,0.0
1346,MSCB16,S0018-CB04B-39_S18_B,4,0.0,0.0,0.0,0.0,0.0
1347,MSCB17,S0018-CB04B-39_S18_B,4,0.0,1.0,1.7549902318217515e-69,9.491616584702902e-67,1.1712059709495442e-184
1348,MSCB18,S0018-CB04B-39_S18_B,4,1.0,0.0,0.0,0.0,0.0
1349,MSCB19,S0018-CB04B-39_S18_B,4,0.0,0.0,0.0,0.0,0.0
1350,MSCB20,S0018-CB04B-39_S18_B,4,0.2,0.2,0.2,0.2,0.2
1351,MSCB21,S0018-CB04B-39_S18_B,4,0.0,0.0,0.0,7.12965611689475e-08,0.9999999287034389
1352,MSCB22,S0018-CB04B-39_S18_B,4,0.2,0.2,0.2,0.2,0.2
1353,MSCB23,S0018-CB04B-39_S18_B,4,0.0,0.0,0.0,1.0,0.0
1354,MSCB24,S0018-CB04B-39_S18_B,4,0.0,0.0,0.0,1.0,0.0
1355,MSCB25,S0018-CB04B-39_S18_B,4,1.0,0.0,0.0,0.0,0.0
1356,MSCB26,S0018-CB04B-39_S18_B,4,0.0,1.0,1.9425539700857613e-135,5.3999843854055626e-105,0.0
1357,MSCB27,S0018-CB04B-39_S18_B,4,1.2825731588221096e-74,7.744468064126913e-45,8.282984170874664e-57,0.9999999999847697,1.5230199389517845e-11
1358,MSCB28,S0018-CB04B-39_S18_B,4,0.0,0.0,0.0,1.0,3.412719273519954e-52
1359,MSCB29,S0018-CB04B-39_S18_B,4,0.0,0.0,0.0,0.0,0.0
1360,MSCB30,S0018-CB04B-39_S18_B,4,1.0,0.0,0.0,0.0,0.0
1361,MSCB31,S0018-CB04B-39_S18_B,4,0.2,0.2,0.2,0.2,0.2
1362,MSCB32,S0018-CB04B-39_S18_B,4,0.0,1.0,2.3121657793295118e-51,4.655486590734228e-42,0.0
1363,MSCB33,S0018-CB04B-39_S18_B,4,0.0,0.0,0.0,0.0,0.0
1364,MSCB34,S0018-CB04B-39_S18_B,4,0.2,0.2,0.2,0.2,0.2
1365,MSCB35,S0018-CB04B-39_S18_B,4,0.0,0.0,0.0,0.0,0.0
1366,MSCB36,S0018-CB04B-39_S18_B,4,0.0,0.0,0.0,1.0,0.0
1367,MSCB37,S0018-CB04B-39_S18_B,4,2.960727385297286e-97,3.59891603613423e-28,1.0,0.0,0.0
1368,MSCB38,S0018-CB04B-39_S18_B,4,0.0,0.0,0.0,0.0,1.0
1369,MSCB01,S0019-NTC3-tube_S19_A,4,0.0,0.0,0.0,0.0,0.0
1370,MSCB02,S0019-NTC3-tube_S19_A,4,0.0,0.0,0.0,0.0,0.0
1371,MSCB03,S0019-NTC3-tube_S19_A,4,0.0,0.0,0.0,0.0,0.0
1372,MSCB04,S0019-NTC3-tube_S19_A,4,0.0,0.0,0.0,0.0,0.0
1373,MSCB05,S0019-NTC3-tube_S19_A,4,0.0,0.0,0.0,0.0,0.0
1374,MSCB06,S0019-NTC3-tube_S19_A,4,0.0,0.0,0.0,0.0,0.0
1375,MSCB07,S0019-NTC3-tube_S19_A,4,0.0,0.0,0.0,0.0,0.0
1376,MSCB08,S0019-NTC3-tube_S19_A,4,0.0,0.0,0.0,0.0,0.0
1377,MSCB09,S0019-NTC3-tube_S19_A,4,0.0,0.0,0.0,0.0,0.0
1378,MSCB10,S0019-NTC3-tube_S19_A,4,0.0,0.0,0.0,0.0,0.0
1379,MSCB11,S0019-NTC3-tube_S19_A,4,0.0,0.0,0.0,0.0,0.0
1380,MSCB12,S0019-NTC3-tube_S19_A,4,0.0,0.0,0.0,0.0,0.0
1381,MSCB13,S0019-NTC3-tube_S19_A,4,0.0,0.0,0.0,0.0,0.0
1382,MSCB14,S0019-NTC3-tube_S19_A,4,0.0,0.0,0.0,0.0,0.0
1383,MSCB15,S0019-NTC3-tube_S19_A,4,0.0,0.0,0.0,0.0,0.0
1384,MSCB16,S0019-NTC3-tube_S19_A,4,0.0,0.0,0.0,0.0,0.0
1385,MSCB17,S0019-NTC3-tube_S19_A,4,0.0,0.0,0.0,0.0,0.0
1386,MSCB18,S0019-NTC3-tube_S19_A,4,0.0,0.0,0.0,0.0,0.0
1387,MSCB19,S0019-NTC3-tube_S19_A,4,0.0,0.0,0.0,0.0,0.0
1388,MSCB20,S0019-NTC3-tube_S19_A,4,0.0,0.0,0.0,0.0,0.0
1389,MSCB21,S0019-NTC3-tube_S19_A,4,0.0,0.0,0.0,0.0,0.0
1390,MSCB22,S0019-NTC3-tube_S19_A,4,0.0,0.0,0.0,0.0,0.0
1391,MSCB23,S0019-NTC3-tube_S19_A,4,0.0,0.0,0.0,0.0,0.0
1392,MSCB24,S0019-NTC3-tube_S19_A,4,0.0,0.0,0.0,0.0,0.0
1393,MSCB25,S0019-NTC3-tube_S19_A,4,0.0,0.0,0.0,0.0,0.0
1394,MSCB26,S0019-NTC3-tube_S19_A,4,0.0,0.0,0.0,0.0,0.0
1395,MSCB27,S0019-NTC3-tube_S19_A,4,0.0,0.0,0.0,0.0,0.0
1396,MSCB28,S0019-NTC3-tube_S19_A,4,0.0,0.0,0.0,0.0,0.0
1397,MSCB29,S0019-NTC3-tube_S19_A,4,0.0,0.0,0.0,0.0,0.0
1398,MSCB30,S0019-NTC3-tube_S19_A,4,0.0,0.0,0.0,0.0,0.0
1399,MSCB31,S0019-NTC3-tube_S19_A,4,0.0,0.0,0.0,0.0,0.0
1400,MSCB32,S0019-NTC3-tube_S19_A,4,0.0,0.0,0.0,0.0,0.0
1401,MSCB33,S0019-NTC3-tube_S19_A,4,0.0,0.0,0.0,0.0,0.0
1402,MSCB34,S0019-NTC3-tube_S19_A,4,0.0,0.0,0.0,0.0,0.0
1403,MSCB35,S0019-NTC3-tube_S19_A,4,0.0,0.0,0.0,0.0,0.0
1404,MSCB36,S0019-NTC3-tube_S19_A,4,0.0,0.0,0.0,0.0,0.0
1405,MSCB37,S0019-NTC3-tube_S19_A,4,0.0,0.0,0.0,0.0,0.0
1406,MSCB38,S0019-NTC3-tube_S19_A,4,0.0,0.0,0.0,0.0,0.0
1407,MSCB01,S0019-NTC3-tube_S19_B,4,0.0,0.0,0.0,0.0,0.0
