Serial,Sample,Loci,like_AA,like_AB
511,SC-FRA02-139_A,Arm05,0.5,0.5
512,SC-FRA02-139_A,Arm06,0.5,0.5
513,SC-FRA02-139_A,Arm07,0.5,0.5
514,SC-FRA02-139_A,Arm08,0.5,0.5
515,SC-FRA02-139_A,Arm09,0.5,0.5
516,SC-FRA02-139_A,Arm10,0.5,0.5
517,SC-FRA02-139_A,Arm11,0.5,0.5
518,SC-FRA02-139_A,Armo01,0.5,0.5
519,SC-FRA02-139_A,Armo02,0.5,0.5
520,SC-FRA02-139_A,Armo03,0.5,0.5
521,SC-FRA02-139_A,Am-AG-1,0.5,0.5
522,SC-FRA02-139_A,Am-AG-10,0.5,0.5
523,SC-FRA02-139_A,Am-AG-4B,0.5,0.5
524,SC-FRA02-139_A,Am-AG-11,0.5,0.5
525,SC-FRA02-139_A,Am-CT-5,0.5,0.5
526,SC-FRA02-139_A,Am-ATC-2,0.5,0.5
527,SC-FRA02-139_A,Am-ATC-3,0.5,0.5
528,SC-FRA02-139_A,Am-CT-2,0.5,0.5
529,SC-FRA02-139_A,Am-AG-2B,0.5,0.5
530,SC-FRA02-139_B,Arm01,0.5,0.5
531,SC-FRA02-139_B,Arm02,0.5,0.5
532,SC-FRA02-139_B,Arm03,0.5,0.5
533,SC-FRA02-139_B,Arm04,0.5,0.5
534,SC-FRA02-139_B,Arm05,0.5,0.5
535,SC-FRA02-139_B,Arm06,0.5,0.5
536,SC-FRA02-139_B,Arm07,0.5,0.5
537,SC-FRA02-139_B,Arm08,0.5,0.5
538,SC-FRA02-139_B,Arm09,0.5,0.5
539,SC-FRA02-139_B,Arm10,0.5,0.5
540,SC-FRA02-139_B,Arm11,0.5,0.5
541,SC-FRA02-139_B,Armo01,0.5,0.5
542,SC-FRA02-139_B,Armo02,0.5,0.5
543,SC-FRA02-139_B,Armo03,0.5,0.5
544,SC-FRA02-139_B,Am-AG-1,0.5,0.5
545,SC-FRA02-139_B,Am-AG-10,0.5,0.5
546,SC-FRA02-139_B,Am-AG-4B,0.5,0.5
547,SC-FRA02-139_B,Am-AG-11,0.5,0.5
548,SC-FRA02-139_B,Am-CT-5,0.5,0.5
549,SC-FRA02-139_B,Am-ATC-2,0.5,0.5
550,SC-FRA02-139_B,Am-ATC-3,0.5,0.5
551,SC-FRA02-139_B,Am-CT-2,0.5,0.5
552,SC-FRA02-139_B,Am-AG-2B,0.5,0.5
553,SC-GER03-317_A,Arm01,0.5,0.5
554,SC-GER03-317_A,Arm02,0.5,0.5
555,SC-GER03-317_A,Arm03,0.5,0.5
556,SC-GER03-317_A,Arm04,0.5,0.5
557,SC-GER03-317_A,Arm05,0.5,0.5
558,SC-GER03-317_A,Arm06,0.5,0.5
559,SC-GER03-317_A,Arm07,0.5,0.5
560,SC-GER03-317_A,Arm08,0.5,0.5
561,SC-GER03-317_A,Arm09,0.5,0.5
562,SC-GER03-317_A,Arm10,0.5,0.5
563,SC-GER03-317_A,Arm11,0.5,0.5
564,SC-GER03-317_A,Armo01,0.5,0.5
565,SC-GER03-317_A,Armo02,0.5,0.5
566,SC-GER03-317_A,Armo03,0.5,0.5
567,SC-GER03-317_A,Am-AG-1,0.5,0.5
568,SC-GER03-317_A,Am-AG-10,0.5,0.5
569,SC-GER03-317_A,Am-AG-4B,0.5,0.5
570,SC-GER03-317_A,Am-AG-11,0.5,0.5
571,SC-GER03-317_A,Am-CT-5,0.5,0.5
572,SC-GER03-317_A,Am-ATC-2,0.5,0.5
573,SC-GER03-317_A,Am-ATC-3,0.5,0.5
574,SC-GER03-317_A,Am-CT-2,0.5,0.5
575,SC-GER03-317_A,Am-AG-2B,0.5,0.5
576,SC-GER03-317_B,Arm01,0.5,0.5
577,SC-GER03-317_B,Arm02,0.5,0.5
578,SC-GER03-317_B,Arm03,0.5,0.5
579,SC-GER03-317_B,Arm04,0.5,0.5
580,SC-GER03-317_B,Arm05,0.5,0.5
581,SC-GER03-317_B,Arm06,0.5,0.5
582,SC-GER03-317_B,Arm07,0.5,0.5
583,SC-GER03-317_B,Arm08,0.5,0.5
584,SC-GER03-317_B,Arm09,0.5,0.5
585,SC-GER03-317_B,Arm10,0.5,0.5
586,SC-GER03-317_B,Arm11,0.5,0.5
587,SC-GER03-317_B,Armo01,0.5,0.5
588,SC-GER03-317_B,Armo02,0.5,0.5
589,SC-GER03-317_B,Armo03,0.5,0.5
590,SC-GER03-317_B,Am-AG-1,0.5,0.5
591,SC-GER03-317_B,Am-AG-10,0.5,0.5
592,SC-GER03-317_B,Am-AG-4B,0.5,0.5
593,SC-GER03-317_B,Am-AG-11,0.5,0.5
594,SC-GER03-317_B,Am-CT-5,0.5,0.5
595,SC-GER03-317_B,Am-ATC-2,0.5,0.5
596,SC-GER03-317_B,Am-ATC-3,0.5,0.5
597,SC-GER03-317_B,Am-CT-2,0.5,0.5
598,SC-GER03-317_B,Am-AG-2B,0.5,0.5
599,SC-GER03-319_A,Arm01,0.5,0.5
600,SC-GER03-319_A,Arm02,0.5,0.5
601,SC-GER03-319_A,Arm03,0.5,0.5
602,SC-GER03-319_A,Arm04,0.5,0.5
603,SC-GER03-319_A,Arm05,0.5,0.5
604,SC-GER03-319_A,Arm06,0.5,0.5
605,SC-GER03-319_A,Arm07,0.5,0.5
606,SC-GER03-319_A,Arm08,0.5,0.5
607,SC-GER03-319_A,Arm09,0.5,0.5
608,SC-GER03-319_A,Arm10,0.5,0.5
609,SC-GER03-319_A,Arm11,0.5,0.5
610,SC-GER03-319_A,Armo01,0.5,0.5
611,SC-GER03-319_A,Armo02,0.5,0.5
612,SC-GER03-319_A,Armo03,0.5,0.5
613,SC-GER03-319_A,Am-AG-1,0.5,0.5
614,SC-GER03-319_A,Am-AG-10,0.5,0.5
615,SC-GER03-319_A,Am-AG-4B,0.5,0.5
616,SC-GER03-319_A,Am-AG-11,0.5,0.5
617,SC-GER03-319_A,Am-CT-5,0.5,0.5
618,SC-GER03-319_A,Am-ATC-2,0.5,0.5
619,SC-GER03-319_A,Am-ATC-3,0.5,0.5
620,SC-GER03-319_A,Am-CT-2,0.5,0.5
621,SC-GER03-319_A,Am-AG-2B,0.5,0.5
622,SC-GER03-319_B,Arm01,0.5,0.5
623,SC-GER03-319_B,Arm02,0.5,0.5
624,SC-GER03-319_B,Arm03,0.5,0.5
625,SC-GER03-319_B,Arm04,0.5,0.5
626,SC-GER03-319_B,Arm05,0.5,0.5
627,SC-GER03-319_B,Arm06,0.5,0.5
628,SC-GER03-319_B,Arm07,0.5,0.5
629,SC-GER03-319_B,Arm08,0.5,0.5
630,SC-GER03-319_B,Arm09,0.5,0.5
631,SC-GER03-319_B,Arm10,0.5,0.5
632,SC-GER03-319_B,Arm11,0.5,0.5
633,SC-GER03-319_B,Armo01,0.5,0.5
634,SC-GER03-319_B,Armo02,0.5,0.5
635,SC-GER03-319_B,Armo03,0.5,0.5
636,SC-GER03-319_B,Am-AG-1,0.5,0.5
637,SC-GER03-319_B,Am-AG-10,0.5,0.5
638,SC-GER03-319_B,Am-AG-4B,0.5,0.5
639,SC-GER03-319_B,Am-AG-11,0.5,0.5
640,SC-GER03-319_B,Am-CT-5,0.5,0.5
641,SC-GER03-319_B,Am-ATC-2,0.5,0.5
642,SC-GER03-319_B,Am-ATC-3,0.5,0.5
643,SC-GER03-319_B,Am-CT-2,0.5,0.5
644,SC-GER03-319_B,Am-AG-2B,0.5,0.5
645,SC-GER06-744_A,Arm01,0.5,0.5
646,SC-GER06-744_A,Arm02,0.5,0.5
647,SC-GER06-744_A,Arm03,0.5,0.5
648,SC-GER06-744_A,Arm04,0.5,0.5
649,SC-GER06-744_A,Arm05,0.5,0.5
650,SC-GER06-744_A,Arm06,0.5,0.5
651,SC-GER06-744_A,Arm07,0.5,0.5
652,SC-GER06-744_A,Arm08,0.5,0.5
653,SC-GER06-744_A,Arm09,0.5,0.5
654,SC-GER06-744_A,Arm10,0.5,0.5
655,SC-GER06-744_A,Arm11,0.5,0.5
656,SC-GER06-744_A,Armo01,0.5,0.5
657,SC-GER06-744_A,Armo02,0.5,0.5
658,SC-GER06-744_A,Armo03,0.5,0.5
659,SC-GER06-744_A,Am-AG-1,0.5,0.5
660,SC-GER06-744_A,Am-AG-10,0.5,0.5
661,SC-GER06-744_A,Am-AG-4B,0.5,0.5
662,SC-GER06-744_A,Am-AG-11,0.5,0.5
663,SC-GER06-744_A,Am-CT-5,0.5,0.5
664,SC-GER06-744_A,Am-ATC-2,0.5,0.5
665,SC-GER06-744_A,Am-ATC-3,0.5,0.5
666,SC-GER06-744_A,Am-CT-2,0.5,0.5
667,SC-GER06-744_A,Am-AG-2B,0.5,0.5
668,SC-GER06-744_B,Arm01,0.5,0.5
669,SC-GER06-744_B,Arm02,0.5,0.5
670,SC-GER06-744_B,Arm03,0.5,0.5
671,SC-GER06-744_B,Arm04,0.5,0.5
672,SC-GER06-744_B,Arm05,0.5,0.5
673,SC-GER06-744_B,Arm06,0.5,0.5
674,SC-GER06-744_B,Arm07,0.5,0.5
675,SC-GER06-744_B,Arm08,0.5,0.5
676,SC-GER06-744_B,Arm09,0.5,0.5
677,SC-GER06-744_B,Arm10,0.5,0.5
678,SC-GER06-744_B,Arm11,0.5,0.5
679,SC-GER06-744_B,Armo01,0.5,0.5
680,SC-GER06-744_B,Armo02,0.5,0.5
681,SC-GER06-744_B,Armo03,0.5,0.5
682,SC-GER06-744_B,Am-AG-1,0.5,0.5
683,SC-GER06-744_B,Am-AG-10,0.5,0.5
684,SC-GER06-744_B,Am-AG-4B,0.5,0.5
685,SC-GER06-744_B,Am-AG-11,0.5,0.5
686,SC-GER06-744_B,Am-CT-5,0.5,0.5
687,SC-GER06-744_B,Am-ATC-2,0.5,0.5
688,SC-GER06-744_B,Am-ATC-3,0.5,0.5
689,SC-GER06-744_B,Am-CT-2,0.5,0.5
690,SC-GER06-744_B,Am-AG-2B,0.5,0.5
691,SC-GER06-747_A,Arm01,0.5,0.5
692,SC-GER06-747_A,Arm02,0.5,0.5
693,SC-GER06-747_A,Arm03,0.5,0.5
694,SC-GER06-747_A,Arm04,0.5,0.5
695,SC-GER06-747_A,Arm05,0.5,0.5
696,SC-GER06-747_A,Arm06,0.5,0.5
697,SC-GER06-747_A,Arm07,0.5,0.5
698,SC-GER06-747_A,Arm08,0.5,0.5
699,SC-GER06-747_A,Arm09,0.5,0.5
700,SC-GER06-747_A,Arm10,0.5,0.5
701,SC-GER06-747_A,Arm11,0.5,0.5
702,SC-GER06-747_A,Armo01,0.5,0.5
703,SC-GER06-747_A,Armo02,0.5,0.5
704,SC-GER06-747_A,Armo03,0.5,0.5
705,SC-GER06-747_A,Am-AG-1,0.5,0.5
706,SC-GER06-747_A,Am-AG-10,0.5,0.5
707,SC-GER06-747_A,Am-AG-4B,0.5,0.5
708,SC-GER06-747_A,Am-AG-11,0.5,0.5
709,SC-GER06-747_A,Am-CT-5,0.5,0.5
710,SC-GER06-747_A,Am-ATC-2,0.5,0.5
711,SC-GER06-747_A,Am-ATC-3,0.5,0.5
712,SC-GER06-747_A,Am-CT-2,0.5,0.5
713,SC-GER06-747_A,Am-AG-2B,0.5,0.5
714,SC-GER06-747_B,Arm01,0.5,0.5
715,SC-GER06-747_B,Arm02,0.5,0.5
716,SC-GER06-747_B,Arm03,0.5,0.5
717,SC-GER06-747_B,Arm04,0.5,0.5
718,SC-GER06-747_B,Arm05,0.5,0.5
719,SC-GER06-747_B,Arm06,0.5,0.5
720,SC-GER06-747_B,Arm07,0.5,0.5
721,SC-GER06-747_B,Arm08,0.5,0.5
722,SC-GER06-747_B,Arm09,0.5,0.5
723,SC-GER06-747_B,Arm10,0.5,0.5
724,SC-GER06-747_B,Arm11,0.5,0.5
725,SC-GER06-747_B,Armo01,0.5,0.5
726,SC-GER06-747_B,Armo02,0.5,0.5
727,SC-GER06-747_B,Armo03,0.5,0.5
728,SC-GER06-747_B,Am-AG-1,0.5,0.5
729,SC-GER06-747_B,Am-AG-10,0.5,0.5
730,SC-GER06-747_B,Am-AG-4B,0.5,0.5
731,SC-GER06-747_B,Am-AG-11,0.5,0.5
732,SC-GER06-747_B,Am-CT-5,0.5,0.5
733,SC-GER06-747_B,Am-ATC-2,0.5,0.5
734,SC-GER06-747_B,Am-ATC-3,0.5,0.5
735,SC-GER06-747_B,Am-CT-2,0.5,0.5
736,SC-GER06-747_B,Am-AG-2B,0.5,0.5
737,SC-GER06-749_A,Arm01,0.5,0.5
738,SC-GER06-749_A,Arm02,0.5,0.5
739,SC-GER06-749_A,Arm03,0.5,0.5
740,SC-GER06-749_A,Arm04,0.5,0.5
741,SC-GER06-749_A,Arm05,0.5,0.5
742,SC-GER06-749_A,Arm06,0.5,0.5
743,SC-GER06-749_A,Arm07,0.5,0.5
744,SC-GER06-749_A,Arm08,0.5,0.5
745,SC-GER06-749_A,Arm09,0.5,0.5
746,SC-GER06-749_A,Arm10,0.5,0.5
747,SC-GER06-749_A,Arm11,0.5,0.5
748,SC-GER06-749_A,Armo01,0.5,0.5
749,SC-GER06-749_A,Armo02,0.5,0.5
750,SC-GER06-749_A,Armo03,0.5,0.5
751,SC-GER06-749_A,Am-AG-1,0.5,0.5
752,SC-GER06-749_A,Am-AG-10,0.5,0.5
753,SC-GER06-749_A,Am-AG-4B,0.5,0.5
754,SC-GER06-749_A,Am-AG-11,0.5,0.5
755,SC-GER06-749_A,Am-CT-5,0.5,0.5
756,SC-GER06-749_A,Am-ATC-2,0.5,0.5
757,SC-GER06-749_A,Am-ATC-3,0.5,0.5
758,SC-GER06-749_A,Am-CT-2,0.5,0.5
759,SC-GER06-749_A,Am-AG-2B,0.5,0.5
760,SC-GER06-749_B,Arm01,0.5,0.5
761,SC-GER06-749_B,Arm02,0.5,0.5
762,SC-GER06-749_B,Arm03,0.5,0.5
763,SC-GER06-749_B,Arm04,0.5,0.5
764,SC-GER06-749_B,Arm05,0.5,0.5
765,SC-GER06-749_B,Arm06,0.5,0.5
766,SC-GER06-749_B,Arm07,0.5,0.5
767,SC-GER06-749_B,Arm08,0.5,0.5
768,SC-GER06-749_B,Arm09,0.5,0.5
769,SC-GER06-749_B,Arm10,0.5,0.5
770,SC-GER06-749_B,Arm11,0.5,0.5
771,SC-GER06-749_B,Armo01,0.5,0.5
772,SC-GER06-749_B,Armo02,0.5,0.5
773,SC-GER06-749_B,Armo03,0.5,0.5
774,SC-GER06-749_B,Am-AG-1,0.5,0.5
775,SC-GER06-749_B,Am-AG-10,0.5,0.5
776,SC-GER06-749_B,Am-AG-4B,0.5,0.5
777,SC-GER06-749_B,Am-AG-11,0.5,0.5
778,SC-GER06-749_B,Am-CT-5,0.5,0.5
779,SC-GER06-749_B,Am-ATC-2,0.5,0.5
780,SC-GER06-749_B,Am-ATC-3,0.5,0.5
781,SC-GER06-749_B,Am-CT-2,0.5,0.5
782,SC-GER06-749_B,Am-AG-2B,0.5,0.5
783,SC-GER06-757_A,Arm01,0.5,0.5
784,SC-GER06-757_A,Arm02,0.5,0.5
785,SC-GER06-757_A,Arm03,0.5,0.5
786,SC-GER06-757_A,Arm04,0.5,0.5
787,SC-GER06-757_A,Arm05,0.5,0.5
788,SC-GER06-757_A,Arm06,0.5,0.5
789,SC-GER06-757_A,Arm07,0.5,0.5
790,SC-GER06-757_A,Arm08,0.5,0.5
791,SC-GER06-757_A,Arm09,0.5,0.5
792,SC-GER06-757_A,Arm10,0.5,0.5
793,SC-GER06-757_A,Arm11,0.5,0.5
794,SC-GER06-757_A,Armo01,0.5,0.5
795,SC-GER06-757_A,Armo02,0.5,0.5
796,SC-GER06-757_A,Armo03,0.5,0.5
797,SC-GER06-757_A,Am-AG-1,0.5,0.5
798,SC-GER06-757_A,Am-AG-10,0.5,0.5
799,SC-GER06-757_A,Am-AG-4B,0.5,0.5
800,SC-GER06-757_A,Am-AG-11,0.5,0.5
801,SC-GER06-757_A,Am-CT-5,0.5,0.5
802,SC-GER06-757_A,Am-ATC-2,0.5,0.5
803,SC-GER06-757_A,Am-ATC-3,0.5,0.5
804,SC-GER06-757_A,Am-CT-2,0.5,0.5
805,SC-GER06-757_A,Am-AG-2B,0.5,0.5
806,SC-GER06-757_B,Arm01,0.5,0.5
807,SC-GER06-757_B,Arm02,0.5,0.5
808,SC-GER06-757_B,Arm03,0.5,0.5
809,SC-GER06-757_B,Arm04,0.5,0.5
810,SC-GER06-757_B,Arm05,0.5,0.5
811,SC-GER06-757_B,Arm06,0.5,0.5
812,SC-GER06-757_B,Arm07,0.5,0.5
813,SC-GER06-757_B,Arm08,0.5,0.5
814,SC-GER06-757_B,Arm09,0.5,0.5
815,SC-GER06-757_B,Arm10,0.5,0.5
816,SC-GER06-757_B,Arm11,0.5,0.5
817,SC-GER06-757_B,Armo01,0.5,0.5
818,SC-GER06-757_B,Armo02,0.5,0.5
819,SC-GER06-757_B,Armo03,0.5,0.5
820,SC-GER06-757_B,Am-AG-1,0.5,0.5
821,SC-GER06-757_B,Am-AG-10,0.5,0.5
822,SC-GER06-757_B,Am-AG-4B,0.5,0.5
823,SC-GER06-757_B,Am-AG-11,0.5,0.5
824,SC-GER06-757_B,Am-CT-5,0.5,0.5
825,SC-GER06-757_B,Am-ATC-2,0.5,0.5
826,SC-GER06-757_B,Am-ATC-3,0.5,0.5
827,SC-GER06-757_B,Am-CT-2,0.5,0.5
828,SC-GER06-757_B,Am-AG-2B,0.5,0.5
829,SC-GER07-304_A,Arm01,0.5,0.5
830,SC-GER07-304_A,Arm02,0.5,0.5
831,SC-GER07-304_A,Arm03,0.5,0.5
832,SC-GER07-304_A,Arm04,0.5,0.5
833,SC-GER07-304_A,Arm05,0.5,0.5
834,SC-GER07-304_A,Arm06,0.5,0.5
835,SC-GER07-304_A,Arm07,0.5,0.5
836,SC-GER07-304_A,Arm08,0.5,0.5
837,SC-GER07-304_A,Arm09,0.5,0.5
838,SC-GER07-304_A,Arm10,0.5,0.5
839,SC-GER07-304_A,Arm11,0.5,0.5
840,SC-GER07-304_A,Armo01,0.5,0.5
841,SC-GER07-304_A,Armo02,0.5,0.5
842,SC-GER07-304_A,Armo03,0.5,0.5
843,SC-GER07-304_A,Am-AG-1,0.5,0.5
844,SC-GER07-304_A,Am-AG-10,0.5,0.5
845,SC-GER07-304_A,Am-AG-4B,0.5,0.5
846,SC-GER07-304_A,Am-AG-11,0.5,0.5
847,SC-GER07-304_A,Am-CT-5,0.5,0.5
848,SC-GER07-304_A,Am-ATC-2,0.5,0.5
849,SC-GER07-304_A,Am-ATC-3,0.5,0.5
850,SC-GER07-304_A,Am-CT-2,0.5,0.5
851,SC-GER07-304_A,Am-AG-2B,0.5,0.5
852,SC-GER07-304_B,Arm01,0.5,0.5
853,SC-GER07-304_B,Arm02,0.5,0.5
854,SC-GER07-304_B,Arm03,0.5,0.5
855,SC-GER07-304_B,Arm04,0.5,0.5
856,SC-GER07-304_B,Arm05,0.5,0.5
857,SC-GER07-304_B,Arm06,0.5,0.5
858,SC-GER07-304_B,Arm07,0.5,0.5
859,SC-GER07-304_B,Arm08,0.5,0.5
860,SC-GER07-304_B,Arm09,0.5,0.5
861,SC-GER07-304_B,Arm10,0.5,0.5
862,SC-GER07-304_B,Arm11,0.5,0.5
863,SC-GER07-304_B,Armo01,0.5,0.5
864,SC-GER07-304_B,Armo02,0.5,0.5
865,SC-GER07-304_B,Armo03,0.5,0.5
866,SC-GER07-304_B,Am-AG-1,0.5,0.5
867,SC-GER07-304_B,Am-AG-10,0.5,0.5
868,SC-GER07-304_B,Am-AG-4B,0.5,0.5
869,SC-GER07-304_B,Am-AG-11,0.5,0.5
870,SC-GER07-304_B,Am-CT-5,0.5,0.5
871,SC-GER07-304_B,Am-ATC-2,0.5,0.5
872,SC-GER07-304_B,Am-ATC-3,0.5,0.5
873,SC-GER07-304_B,Am-CT-2,0.5,0.5
874,SC-GER07-304_B,Am-AG-2B,0.5,0.5
875,SC-GER07-314_A,Arm01,0.5,0.5
876,SC-GER07-314_A,Arm02,0.5,0.5
877,SC-GER07-314_A,Arm03,0.5,0.5
878,SC-GER07-314_A,Arm04,0.5,0.5
879,SC-GER07-314_A,Arm05,0.5,0.5
880,SC-GER07-314_A,Arm06,0.5,0.5
881,SC-GER07-314_A,Arm07,0.5,0.5
882,SC-GER07-314_A,Arm08,0.5,0.5
883,SC-GER07-314_A,Arm09,0.5,0.5
884,SC-GER07-314_A,Arm10,0.5,0.5
885,SC-GER07-314_A,Arm11,0.5,0.5
886,SC-GER07-314_A,Armo01,0.5,0.5
887,SC-GER07-314_A,Armo02,0.5,0.5
888,SC-GER07-314_A,Armo03,0.5,0.5
889,SC-GER07-314_A,Am-AG-1,0.5,0.5
890,SC-GER07-314_A,Am-AG-10,0.5,0.5
891,SC-GER07-314_A,Am-AG-4B,0.5,0.5
892,SC-GER07-314_A,Am-AG-11,0.5,0.5
893,SC-GER07-314_A,Am-CT-5,0.5,0.5
894,SC-GER07-314_A,Am-ATC-2,0.5,0.5
895,SC-GER07-314_A,Am-ATC-3,0.5,0.5
896,SC-GER07-314_A,Am-CT-2,0.5,0.5
897,SC-GER07-314_A,Am-AG-2B,0.5,0.5
898,SC-GER07-314_B,Arm01,0.5,0.5
899,SC-GER07-314_B,Arm02,0.5,0.5
900,SC-GER07-314_B,Arm03,0.5,0.5
901,SC-GER07-314_B,Arm04,0.5,0.5
902,SC-GER07-314_B,Arm05,0.5,0.5
903,SC-GER07-314_B,Arm06,0.5,0.5
904,SC-GER07-314_B,Arm07,0.5,0.5
905,SC-GER07-314_B,Arm08,0.5,0.5
906,SC-GER07-314_B,Arm09,0.5,0.5
907,SC-GER07-314_B,Arm10,0.5,0.5
908,SC-GER07-314_B,Arm11,0.5,0.5
909,SC-GER07-314_B,Armo01,0.5,0.5
910,SC-GER07-314_B,Armo02,0.5,0.5
911,SC-GER07-314_B,Armo03,0.5,0.5
912,SC-GER07-314_B,Am-AG-1,0.5,0.5
913,SC-GER07-314_B,Am-AG-10,0.5,0.5
914,SC-GER07-314_B,Am-AG-4B,0.5,0.5
915,SC-GER07-314_B,Am-AG-11,0.5,0.5
916,SC-GER07-314_B,Am-CT-5,0.5,0.5
917,SC-GER07-314_B,Am-ATC-2,0.5,0.5
918,SC-GER07-314_B,Am-ATC-3,0.5,0.5
919,SC-GER07-314_B,Am-CT-2,0.5,0.5
920,SC-GER07-314_B,Am-AG-2B,0.5,0.5
921,SC-ITA01-661_A,Arm01,0.5,0.5
922,SC-ITA01-661_A,Arm02,0.5,0.5
923,SC-ITA01-661_A,Arm03,0.5,0.5
924,SC-ITA01-661_A,Arm04,0.5,0.5
925,SC-ITA01-661_A,Arm05,0.5,0.5
926,SC-ITA01-661_A,Arm06,0.5,0.5
927,SC-ITA01-661_A,Arm07,0.5,0.5
928,SC-ITA01-661_A,Arm08,0.5,0.5
929,SC-ITA01-661_A,Arm09,0.5,0.5
930,SC-ITA01-661_A,Arm10,0.5,0.5
931,SC-ITA01-661_A,Arm11,0.5,0.5
932,SC-ITA01-661_A,Armo01,0.5,0.5
933,SC-ITA01-661_A,Armo02,0.5,0.5
934,SC-ITA01-661_A,Armo03,0.5,0.5
935,SC-ITA01-661_A,Am-AG-1,0.5,0.5
936,SC-ITA01-661_A,Am-AG-10,0.5,0.5
937,SC-ITA01-661_A,Am-AG-4B,0.5,0.5
938,SC-ITA01-661_A,Am-AG-11,0.5,0.5
939,SC-ITA01-661_A,Am-CT-5,0.5,0.5
940,SC-ITA01-661_A,Am-ATC-2,0.5,0.5
941,SC-ITA01-661_A,Am-ATC-3,0.5,0.5
942,SC-ITA01-661_A,Am-CT-2,0.5,0.5
943,SC-ITA01-661_A,Am-AG-2B,0.5,0.5
944,SC-ITA01-661_B,Arm01,0.5,0.5
945,SC-ITA01-661_B,Arm02,0.5,0.5
946,SC-ITA01-661_B,Arm03,0.5,0.5
947,SC-ITA01-661_B,Arm04,0.5,0.5
948,SC-ITA01-661_B,Arm05,0.5,0.5
949,SC-ITA01-661_B,Arm06,0.5,0.5
950,SC-ITA01-661_B,Arm07,0.5,0.5
951,SC-ITA01-661_B,Arm08,0.5,0.5
952,SC-ITA01-661_B,Arm09,0.5,0.5
953,SC-ITA01-661_B,Arm10,0.5,0.5
954,SC-ITA01-661_B,Arm11,0.5,0.5
955,SC-ITA01-661_B,Armo01,0.5,0.5
956,SC-ITA01-661_B,Armo02,0.5,0.5
957,SC-ITA01-661_B,Armo03,0.5,0.5
958,SC-ITA01-661_B,Am-AG-1,0.5,0.5
959,SC-ITA01-661_B,Am-AG-10,0.5,0.5
960,SC-ITA01-661_B,Am-AG-4B,0.5,0.5
961,SC-ITA01-661_B,Am-AG-11,0.5,0.5
962,SC-ITA01-661_B,Am-CT-5,0.5,0.5
963,SC-ITA01-661_B,Am-ATC-2,0.5,0.5
964,SC-ITA01-661_B,Am-ATC-3,0.5,0.5
965,SC-ITA01-661_B,Am-CT-2,0.5,0.5
966,SC-ITA01-661_B,Am-AG-2B,0.5,0.5
967,SC-ITA01-670_A,Arm01,0.5,0.5
968,SC-ITA01-670_A,Arm02,0.5,0.5
969,SC-ITA01-670_A,Arm03,0.5,0.5
970,SC-ITA01-670_A,Arm04,0.5,0.5
971,SC-ITA01-670_A,Arm05,0.5,0.5
972,SC-ITA01-670_A,Arm06,0.5,0.5
973,SC-ITA01-670_A,Arm07,0.5,0.5
974,SC-ITA01-670_A,Arm08,0.5,0.5
975,SC-ITA01-670_A,Arm09,0.5,0.5
976,SC-ITA01-670_A,Arm10,0.5,0.5
977,SC-ITA01-670_A,Arm11,0.5,0.5
978,SC-ITA01-670_A,Armo01,0.5,0.5
979,SC-ITA01-670_A,Armo02,0.5,0.5
980,SC-ITA01-670_A,Armo03,0.5,0.5
981,SC-ITA01-670_A,Am-AG-1,0.5,0.5
982,SC-ITA01-670_A,Am-AG-10,0.5,0.5
983,SC-ITA01-670_A,Am-AG-4B,0.5,0.5
984,SC-ITA01-670_A,Am-AG-11,0.5,0.5
985,SC-ITA01-670_A,Am-CT-5,0.5,0.5
986,SC-ITA01-670_A,Am-ATC-2,0.5,0.5
987,SC-ITA01-670_A,Am-ATC-3,0.5,0.5
988,SC-ITA01-670_A,Am-CT-2,0.5,0.5
989,SC-ITA01-670_A,Am-AG-2B,0.5,0.5
990,SC-ITA01-670_B,Arm01,0.5,0.5
991,SC-ITA01-670_B,Arm02,0.5,0.5
992,SC-ITA01-670_B,Arm03,0.5,0.5
993,SC-ITA01-670_B,Arm04,0.5,0.5
994,SC-ITA01-670_B,Arm05,0.5,0.5
995,SC-ITA01-670_B,Arm06,0.5,0.5
996,SC-ITA01-670_B,Arm07,0.5,0.5
997,SC-ITA01-670_B,Arm08,0.5,0.5
998,SC-ITA01-670_B,Arm09,0.5,0.5
999,SC-ITA01-670_B,Arm10,0.5,0.5
1000,SC-ITA01-670_B,Arm11,0.5,0.5
1001,SC-ITA01-670_B,Armo01,0.5,0.5
1002,SC-ITA01-670_B,Armo02,0.5,0.5
1003,SC-ITA01-670_B,Armo03,0.5,0.5
1004,SC-ITA01-670_B,Am-AG-1,0.5,0.5
1005,SC-ITA01-670_B,Am-AG-10,0.5,0.5
1006,SC-ITA01-670_B,Am-AG-4B,0.5,0.5
1007,SC-ITA01-670_B,Am-AG-11,0.5,0.5
1008,SC-ITA01-670_B,Am-CT-5,0.5,0.5
1009,SC-ITA01-670_B,Am-ATC-2,0.5,0.5
1010,SC-ITA01-670_B,Am-ATC-3,0.5,0.5
1011,SC-ITA01-670_B,Am-CT-2,0.5,0.5
1012,SC-ITA01-670_B,Am-AG-2B,0.5,0.5
1013,SC-ITA05-549_A,Arm01,0.5,0.5
1014,SC-ITA05-549_A,Arm02,0.5,0.5
1015,SC-ITA05-549_A,Arm03,0.5,0.5
