Serial,Sample,Loci,like_AA,like_AB
62,SB-COUT-01_A,Am-AG-10,0.0,0.0
63,SB-COUT-01_A,Am-AG-4B,0.0,0.0
64,SB-COUT-01_A,Am-AG-11,1.0,0.0
65,SB-COUT-01_A,Am-CT-5,0.0,0.0
66,SB-COUT-01_A,Am-ATC-2,0.0,0.0
67,SB-COUT-01_A,Am-ATC-3,1.0,0.0
68,SB-COUT-01_A,Am-CT-2,1.0,0.0
69,SB-COUT-01_A,Am-AG-2B,1.0,0.0
70,SB-COUT-01_B,Arm01,0.0,0.0
71,SB-COUT-01_B,Arm02,0.0,0.0
72,SB-COUT-01_B,Arm03,0.0,0.0
73,SB-COUT-01_B,Arm04,0.0,0.0
74,SB-COUT-01_B,Arm05,0.0,0.0
75,SB-COUT-01_B,Arm06,0.0,0.0
76,SB-COUT-01_B,Arm07,0.0,0.0
77,SB-COUT-01_B,Arm08,1.0,0.0
78,SB-COUT-01_B,Arm09,0.0,0.0
79,SB-COUT-01_B,Arm10,1.0,0.0
80,SB-COUT-01_B,Arm11,0.0,0.0
81,SB-COUT-01_B,Armo01,0.0,0.0
82,SB-COUT-01_B,Armo02,0.0,0.0
83,SB-COUT-01_B,Armo03,0.0,0.0
84,SB-COUT-01_B,Am-AG-1,1.0,0.0
85,SB-COUT-01_B,Am-AG-10,0.0,0.0
86,SB-COUT-01_B,Am-AG-4B,0.0,0.0
87,SB-COUT-01_B,Am-AG-11,1.0,0.0
88,SB-COUT-01_B,Am-CT-5,1.0,0.0
89,SB-COUT-01_B,Am-ATC-2,0.0,0.0
90,SB-COUT-01_B,Am-ATC-3,1.0,0.0
91,SB-COUT-01_B,Am-CT-2,0.0,0.0
92,SB-COUT-01_B,Am-AG-2B,0.0,0.0
93,SB-COUT-02_A,Arm01,0.0,0.0
94,SB-COUT-02_A,Arm02,0.0,0.0
95,SB-COUT-02_A,Arm03,1.0,0.0
96,SB-COUT-02_A,Arm04,0.0,0.0
97,SB-COUT-02_A,Arm05,0.0,0.0
98,SB-COUT-02_A,Arm06,1.0,0.0
99,SB-COUT-02_A,Arm07,1.0,0.0
100,SB-COUT-02_A,Arm08,1.0,0.0
101,SB-COUT-02_A,Arm09,0.0,0.0
102,SB-COUT-02_A,Arm10,0.0,0.0
103,SB-COUT-02_A,Arm11,0.0,0.0
104,SB-COUT-02_A,Armo01,0.0,0.0
105,SB-COUT-02_A,Armo02,0.0,0.0
106,SB-COUT-02_A,Armo03,0.0,0.0
107,SB-COUT-02_A,Am-AG-1,1.0,0.0
108,SB-COUT-02_A,Am-AG-10,0.0,0.0
109,SB-COUT-02_A,Am-AG-4B,0.0,0.0
110,SB-COUT-02_A,Am-AG-11,1.0,0.0
111,SB-COUT-02_A,Am-CT-5,1.0,0.0
112,SB-COUT-02_A,Am-ATC-2,1.0,0.0
113,SB-COUT-02_A,Am-ATC-3,1.0,0.0
114,SB-COUT-02_A,Am-CT-2,1.0,0.0
115,SB-COUT-02_A,Am-AG-2B,1.0,0.0
116,SB-COUT-02_B,Arm01,0.0,0.0
117,SB-COUT-02_B,Arm02,0.0,0.0
118,SB-COUT-02_B,Arm03,1.0,0.0
119,SB-COUT-02_B,Arm04,0.0,0.0
120,SB-COUT-02_B,Arm05,0.0,0.0
121,SB-COUT-02_B,Arm06,1.0,0.0
122,SB-COUT-02_B,Arm07,1.0,0.0
123,SB-COUT-02_B,Arm08,1.0,0.0
124,SB-COUT-02_B,Arm09,0.0,0.0
125,SB-COUT-02_B,Arm10,0.0,0.0
126,SB-COUT-02_B,Arm11,0.0,0.0
127,SB-COUT-02_B,Armo01,0.0,0.0
128,SB-COUT-02_B,Armo02,0.0,0.0
129,SB-COUT-02_B,Armo03,0.0,0.0
130,SB-COUT-02_B,Am-AG-1,1.0,0.0
131,SB-COUT-02_B,Am-AG-10,0.0,0.0
132,SB-COUT-02_B,Am-AG-4B,0.0,0.0
133,SB-COUT-02_B,Am-AG-11,0.0,0.0
134,SB-COUT-02_B,Am-CT-5,1.0,0.0
135,SB-COUT-02_B,Am-ATC-2,1.0,0.0
136,SB-COUT-02_B,Am-ATC-3,1.0,0.0
137,SB-COUT-02_B,Am-CT-2,1.0,0.0
138,SB-COUT-02_B,Am-AG-2B,1.0,0.0
139,SB-COUT-04_A,Arm01,0.0,0.0
140,SB-COUT-04_A,Arm02,0.0,0.0
141,SB-COUT-04_A,Arm03,0.0,0.0
142,SB-COUT-04_A,Arm04,1.0,0.0
143,SB-COUT-04_A,Arm05,0.0,0.0
144,SB-COUT-04_A,Arm06,1.0,0.0
145,SB-COUT-04_A,Arm07,1.0,0.0
146,SB-COUT-04_A,Arm08,1.0,0.0
147,SB-COUT-04_A,Arm09,0.0,0.0
148,SB-COUT-04_A,Arm10,1.0,0.0
149,SB-COUT-04_A,Arm11,1.0,0.0
150,SB-COUT-04_A,Armo01,0.0,0.0
151,SB-COUT-04_A,Armo02,0.0,0.0
152,SB-COUT-04_A,Armo03,0.0,0.0
153,SB-COUT-04_A,Am-AG-1,1.0,0.0
154,SB-COUT-04_A,Am-AG-10,0.0,0.0
155,SB-COUT-04_A,Am-AG-4B,0.0,0.0
156,SB-COUT-04_A,Am-AG-11,0.0,0.0
157,SB-COUT-04_A,Am-CT-5,0.0,0.0
158,SB-COUT-04_A,Am-ATC-2,1.0,0.0
159,SB-COUT-04_A,Am-ATC-3,0.0,0.0
160,SB-COUT-04_A,Am-CT-2,1.0,0.0
161,SB-COUT-04_A,Am-AG-2B,0.0,0.0
162,SB-COUT-04_B,Arm01,0.0,0.0
163,SB-COUT-04_B,Arm02,0.0,0.0
164,SB-COUT-04_B,Arm03,0.0,0.0
165,SB-COUT-04_B,Arm04,1.0,0.0
166,SB-COUT-04_B,Arm05,0.0,0.0
167,SB-COUT-04_B,Arm06,1.0,0.0
168,SB-COUT-04_B,Arm07,1.0,0.0
169,SB-COUT-04_B,Arm08,1.0,0.0
170,SB-COUT-04_B,Arm09,0.0,0.0
171,SB-COUT-04_B,Arm10,1.0,0.0
172,SB-COUT-04_B,Arm11,1.0,0.0
173,SB-COUT-04_B,Armo01,0.0,0.0
174,SB-COUT-04_B,Armo02,0.0,0.0
175,SB-COUT-04_B,Armo03,0.0,0.0
176,SB-COUT-04_B,Am-AG-1,1.0,0.0
177,SB-COUT-04_B,Am-AG-10,0.0,0.0
178,SB-COUT-04_B,Am-AG-4B,0.0,0.0
179,SB-COUT-04_B,Am-AG-11,0.0,0.0
180,SB-COUT-04_B,Am-CT-5,0.0,0.0
181,SB-COUT-04_B,Am-ATC-2,0.0,0.0
182,SB-COUT-04_B,Am-ATC-3,0.0,0.0
183,SB-COUT-04_B,Am-CT-2,1.0,0.0
184,SB-COUT-04_B,Am-AG-2B,0.0,0.0
185,SB-PIND-03_A,Arm01,0.0,0.0
186,SB-PIND-03_A,Arm02,1.0,0.0
187,SB-PIND-03_A,Arm03,0.0,0.0
188,SB-PIND-03_A,Arm04,0.0,0.0
189,SB-PIND-03_A,Arm05,1.0,0.0
190,SB-PIND-03_A,Arm06,0.0,0.0
191,SB-PIND-03_A,Arm07,0.0,0.0
192,SB-PIND-03_A,Arm08,1.0,0.0
193,SB-PIND-03_A,Arm09,1.0,0.0
194,SB-PIND-03_A,Arm10,1.0,0.0
195,SB-PIND-03_A,Arm11,0.0,0.0
196,SB-PIND-03_A,Armo01,0.0,0.0
197,SB-PIND-03_A,Armo02,0.0,0.0
198,SB-PIND-03_A,Armo03,1.0,0.0
199,SB-PIND-03_A,Am-AG-1,0.0,0.0
200,SB-PIND-03_A,Am-AG-10,0.0,0.0
201,SB-PIND-03_A,Am-AG-4B,0.0,0.0
202,SB-PIND-03_A,Am-AG-11,1.0,0.0
203,SB-PIND-03_A,Am-CT-5,0.0,0.0
204,SB-PIND-03_A,Am-ATC-2,1.0,0.0
205,SB-PIND-03_A,Am-ATC-3,0.0,0.0
206,SB-PIND-03_A,Am-CT-2,0.0,0.0
207,SB-PIND-03_A,Am-AG-2B,0.0,0.0
208,SB-PIND-03_B,Arm01,0.0,0.0
209,SB-PIND-03_B,Arm02,1.0,0.0
210,SB-PIND-03_B,Arm03,0.0,0.0
211,SB-PIND-03_B,Arm04,0.0,0.0
212,SB-PIND-03_B,Arm05,1.0,0.0
213,SB-PIND-03_B,Arm06,0.0,0.0
214,SB-PIND-03_B,Arm07,0.0,0.0
215,SB-PIND-03_B,Arm08,1.0,0.0
216,SB-PIND-03_B,Arm09,1.0,0.0
217,SB-PIND-03_B,Arm10,1.0,0.0
218,SB-PIND-03_B,Arm11,0.0,0.0
219,SB-PIND-03_B,Armo01,0.0,0.0
220,SB-PIND-03_B,Armo02,0.0,0.0
221,SB-PIND-03_B,Armo03,1.0,0.0
222,SB-PIND-03_B,Am-AG-1,0.0,0.0
223,SB-PIND-03_B,Am-AG-10,1.0,0.0
224,SB-PIND-03_B,Am-AG-4B,1.0,0.0
225,SB-PIND-03_B,Am-AG-11,1.0,0.0
226,SB-PIND-03_B,Am-CT-5,0.0,0.0
227,SB-PIND-03_B,Am-ATC-2,1.0,0.0
228,SB-PIND-03_B,Am-ATC-3,0.0,0.0
229,SB-PIND-03_B,Am-CT-2,1.0,0.0
230,SB-PIND-03_B,Am-AG-2B,1.0,0.0
231,SB-POZO-03_A,Arm01,0.0,0.0
232,SB-POZO-03_A,Arm02,1.0,0.0
233,SB-POZO-03_A,Arm03,0.0,0.0
234,SB-POZO-03_A,Arm04,0.0,0.0
235,SB-POZO-03_A,Arm05,0.0,0.0
236,SB-POZO-03_A,Arm06,0.0,0.0
237,SB-POZO-03_A,Arm07,0.0,0.0
238,SB-POZO-03_A,Arm08,0.0,0.0
239,SB-POZO-03_A,Arm09,0.0,0.0
240,SB-POZO-03_A,Arm10,0.0,0.0
241,SB-POZO-03_A,Arm11,0.0,0.0
242,SB-POZO-03_A,Armo01,0.0,0.0
243,SB-POZO-03_A,Armo02,0.0,0.0
244,SB-POZO-03_A,Armo03,0.0,0.0
245,SB-POZO-03_A,Am-AG-1,1.0,0.0
246,SB-POZO-03_A,Am-AG-10,0.0,0.0
247,SB-POZO-03_A,Am-AG-4B,0.0,0.0
248,SB-POZO-03_A,Am-AG-11,1.0,0.0
249,SB-POZO-03_A,Am-CT-5,0.0,0.0
250,SB-POZO-03_A,Am-ATC-2,0.0,0.0
251,SB-POZO-03_A,Am-ATC-3,1.0,0.0
252,SB-POZO-03_A,Am-CT-2,0.0,0.0
253,SB-POZO-03_A,Am-AG-2B,0.0,0.0
254,SB-POZO-03_B,Arm01,0.0,0.0
255,SB-POZO-03_B,Arm02,1.0,0.0
256,SB-POZO-03_B,Arm03,0.0,0.0
257,SB-POZO-03_B,Arm04,0.0,0.0
258,SB-POZO-03_B,Arm05,0.0,0.0
259,SB-POZO-03_B,Arm06,0.0,0.0
260,SB-POZO-03_B,Arm07,0.0,0.0
261,SB-POZO-03_B,Arm08,0.0,0.0
262,SB-POZO-03_B,Arm09,0.0,0.0
263,SB-POZO-03_B,Arm10,0.0,0.0
264,SB-POZO-03_B,Arm11,1.0,0.0
265,SB-POZO-03_B,Armo01,0.0,0.0
266,SB-POZO-03_B,Armo02,0.0,0.0
267,SB-POZO-03_B,Armo03,0.0,0.0
268,SB-POZO-03_B,Am-AG-1,1.0,0.0
269,SB-POZO-03_B,Am-AG-10,0.0,0.0
270,SB-POZO-03_B,Am-AG-4B,0.0,0.0
271,SB-POZO-03_B,Am-AG-11,0.0,0.0
272,SB-POZO-03_B,Am-CT-5,0.0,0.0
273,SB-POZO-03_B,Am-ATC-2,0.0,0.0
274,SB-POZO-03_B,Am-ATC-3,1.0,0.0
275,SB-POZO-03_B,Am-CT-2,0.0,0.0
276,SB-POZO-03_B,Am-AG-2B,0.0,0.0
277,SB-POZO-09_A,Arm01,0.0,0.0
278,SB-POZO-09_A,Arm02,1.0,0.0
279,SB-POZO-09_A,Arm03,1.0,0.0
280,SB-POZO-09_A,Arm04,0.0,0.0
281,SB-POZO-09_A,Arm05,1.0,0.0
282,SB-POZO-09_A,Arm06,1.0,0.0
283,SB-POZO-09_A,Arm07,0.0,0.0
284,SB-POZO-09_A,Arm08,1.0,0.0
285,SB-POZO-09_A,Arm09,0.0,0.0
286,SB-POZO-09_A,Arm10,1.0,0.0
287,SB-POZO-09_A,Arm11,0.0,0.0
288,SB-POZO-09_A,Armo01,0.0,0.0
289,SB-POZO-09_A,Armo02,0.0,0.0
290,SB-POZO-09_A,Armo03,1.0,0.0
291,SB-POZO-09_A,Am-AG-1,1.0,0.0
292,SB-POZO-09_A,Am-AG-10,0.0,0.0
293,SB-POZO-09_A,Am-AG-4B,0.0,0.0
294,SB-POZO-09_A,Am-AG-11,1.0,0.0
295,SB-POZO-09_A,Am-CT-5,0.0,0.0
296,SB-POZO-09_A,Am-ATC-2,1.0,0.0
297,SB-POZO-09_A,Am-ATC-3,1.0,0.0
298,SB-POZO-09_A,Am-CT-2,1.0,0.0
299,SB-POZO-09_A,Am-AG-2B,0.0,0.0
300,SB-POZO-09_B,Arm01,0.0,0.0
301,SB-POZO-09_B,Arm02,1.0,0.0
302,SB-POZO-09_B,Arm03,1.0,0.0
303,SB-POZO-09_B,Arm04,0.0,0.0
304,SB-POZO-09_B,Arm05,1.0,0.0
305,SB-POZO-09_B,Arm06,1.0,0.0
306,SB-POZO-09_B,Arm07,0.0,0.0
307,SB-POZO-09_B,Arm08,1.0,0.0
308,SB-POZO-09_B,Arm09,0.0,0.0
309,SB-POZO-09_B,Arm10,1.0,0.0
310,SB-POZO-09_B,Arm11,0.0,0.0
311,SB-POZO-09_B,Armo01,0.0,0.0
312,SB-POZO-09_B,Armo02,0.0,0.0
313,SB-POZO-09_B,Armo03,1.0,0.0
314,SB-POZO-09_B,Am-AG-1,1.0,0.0
315,SB-POZO-09_B,Am-AG-10,1.0,0.0
316,SB-POZO-09_B,Am-AG-4B,0.0,0.0
317,SB-POZO-09_B,Am-AG-11,1.0,0.0
318,SB-POZO-09_B,Am-CT-5,0.0,0.0
319,SB-POZO-09_B,Am-ATC-2,1.0,0.0
320,SB-POZO-09_B,Am-ATC-3,1.0,0.0
321,SB-POZO-09_B,Am-CT-2,1.0,0.0
322,SB-POZO-09_B,Am-AG-2B,0.0,0.0
323,SB-SALD-04_A,Arm01,1.0,0.0
324,SB-SALD-04_A,Arm02,1.0,0.0
325,SB-SALD-04_A,Arm03,0.0,0.0
326,SB-SALD-04_A,Arm04,0.0,0.0
327,SB-SALD-04_A,Arm05,1.0,0.0
328,SB-SALD-04_A,Arm06,0.0,0.0
329,SB-SALD-04_A,Arm07,0.0,0.0
330,SB-SALD-04_A,Arm08,1.0,0.0
331,SB-SALD-04_A,Arm09,1.0,0.0
332,SB-SALD-04_A,Arm10,1.0,0.0
333,SB-SALD-04_A,Arm11,1.0,0.0
334,SB-SALD-04_A,Armo01,1.0,0.0
335,SB-SALD-04_A,Armo02,1.0,0.0
336,SB-SALD-04_A,Armo03,0.0,0.0
337,SB-SALD-04_A,Am-AG-1,1.0,0.0
338,SB-SALD-04_A,Am-AG-10,0.0,0.0
339,SB-SALD-04_A,Am-AG-4B,0.0,0.0
340,SB-SALD-04_A,Am-AG-11,1.0,0.0
341,SB-SALD-04_A,Am-CT-5,1.0,0.0
342,SB-SALD-04_A,Am-ATC-2,0.0,0.0
343,SB-SALD-04_A,Am-ATC-3,0.0,0.0
344,SB-SALD-04_A,Am-CT-2,0.0,0.0
345,SB-SALD-04_A,Am-AG-2B,0.0,0.0
346,SB-SALD-04_B,Arm01,1.0,0.0
347,SB-SALD-04_B,Arm02,1.0,0.0
348,SB-SALD-04_B,Arm03,0.0,0.0
349,SB-SALD-04_B,Arm04,0.0,0.0
350,SB-SALD-04_B,Arm05,1.0,0.0
351,SB-SALD-04_B,Arm06,0.0,0.0
352,SB-SALD-04_B,Arm07,0.0,0.0
353,SB-SALD-04_B,Arm08,1.0,0.0
354,SB-SALD-04_B,Arm09,1.0,0.0
355,SB-SALD-04_B,Arm10,1.0,0.0
356,SB-SALD-04_B,Arm11,1.0,0.0
357,SB-SALD-04_B,Armo01,1.0,0.0
358,SB-SALD-04_B,Armo02,1.0,0.0
359,SB-SALD-04_B,Armo03,0.0,0.0
360,SB-SALD-04_B,Am-AG-1,1.0,0.0
361,SB-SALD-04_B,Am-AG-10,0.0,0.0
362,SB-SALD-04_B,Am-AG-4B,0.0,0.0
363,SB-SALD-04_B,Am-AG-11,1.0,0.0
364,SB-SALD-04_B,Am-CT-5,0.0,0.0
365,SB-SALD-04_B,Am-ATC-2,0.0,0.0
366,SB-SALD-04_B,Am-ATC-3,0.0,0.0
367,SB-SALD-04_B,Am-CT-2,0.0,0.0
368,SB-SALD-04_B,Am-AG-2B,0.0,0.0
369,SC-CZE01-701_A,Arm01,0.0,0.0
370,SC-CZE01-701_A,Arm02,0.0,0.0
371,SC-CZE01-701_A,Arm03,0.0,0.0
372,SC-CZE01-701_A,Arm04,0.0,0.0
373,SC-CZE01-701_A,Arm05,1.0,0.0
374,SC-CZE01-701_A,Arm06,0.0,0.0
375,SC-CZE01-701_A,Arm07,0.0,0.0
376,SC-CZE01-701_A,Arm08,0.0,0.0
377,SC-CZE01-701_A,Arm09,0.0,0.0
378,SC-CZE01-701_A,Arm10,0.0,0.0
379,SC-CZE01-701_A,Arm11,1.0,0.0
380,SC-CZE01-701_A,Armo01,0.0,0.0
381,SC-CZE01-701_A,Armo02,0.0,0.0
382,SC-CZE01-701_A,Armo03,1.0,0.0
383,SC-CZE01-701_A,Am-AG-1,0.0,0.0
384,SC-CZE01-701_A,Am-AG-10,1.0,0.0
385,SC-CZE01-701_A,Am-AG-4B,0.0,0.0
386,SC-CZE01-701_A,Am-AG-11,0.0,0.0
387,SC-CZE01-701_A,Am-CT-5,1.0,0.0
388,SC-CZE01-701_A,Am-ATC-2,0.0,0.0
389,SC-CZE01-701_A,Am-ATC-3,0.0,0.0
390,SC-CZE01-701_A,Am-CT-2,1.0,0.0
391,SC-CZE01-701_A,Am-AG-2B,0.0,0.0
392,SC-CZE01-701_B,Arm01,0.0,0.0
393,SC-CZE01-701_B,Arm02,0.0,0.0
394,SC-CZE01-701_B,Arm03,0.0,0.0
395,SC-CZE01-701_B,Arm04,0.0,0.0
396,SC-CZE01-701_B,Arm05,1.0,0.0
397,SC-CZE01-701_B,Arm06,0.0,0.0
398,SC-CZE01-701_B,Arm07,0.0,0.0
399,SC-CZE01-701_B,Arm08,0.0,0.0
400,SC-CZE01-701_B,Arm09,0.0,0.0
401,SC-CZE01-701_B,Arm10,0.0,0.0
402,SC-CZE01-701_B,Arm11,1.0,0.0
403,SC-CZE01-701_B,Armo01,0.0,0.0
404,SC-CZE01-701_B,Armo02,0.0,0.0
405,SC-CZE01-701_B,Armo03,1.0,0.0
406,SC-CZE01-701_B,Am-AG-1,0.0,0.0
407,SC-CZE01-701_B,Am-AG-10,1.0,0.0
408,SC-CZE01-701_B,Am-AG-4B,0.0,0.0
409,SC-CZE01-701_B,Am-AG-11,0.0,0.0
410,SC-CZE01-701_B,Am-CT-5,1.0,0.0
411,SC-CZE01-701_B,Am-ATC-2,0.0,0.0
412,SC-CZE01-701_B,Am-ATC-3,0.0,0.0
413,SC-CZE01-701_B,Am-CT-2,1.0,0.0
414,SC-CZE01-701_B,Am-AG-2B,0.0,0.0
415,SC-CZE01-705_A,Arm01,0.0,0.0
416,SC-CZE01-705_A,Arm02,0.0,0.0
417,SC-CZE01-705_A,Arm03,0.0,0.0
418,SC-CZE01-705_A,Arm04,0.0,0.0
419,SC-CZE01-705_A,Arm05,1.0,0.0
420,SC-CZE01-705_A,Arm06,1.0,0.0
421,SC-CZE01-705_A,Arm07,1.0,0.0
422,SC-CZE01-705_A,Arm08,1.0,0.0
423,SC-CZE01-705_A,Arm09,1.0,0.0
424,SC-CZE01-705_A,Arm10,0.0,0.0
425,SC-CZE01-705_A,Arm11,0.0,0.0
426,SC-CZE01-705_A,Armo01,0.0,0.0
427,SC-CZE01-705_A,Armo02,0.0,0.0
428,SC-CZE01-705_A,Armo03,1.0,0.0
429,SC-CZE01-705_A,Am-AG-1,1.0,0.0
430,SC-CZE01-705_A,Am-AG-10,1.0,0.0
431,SC-CZE01-705_A,Am-AG-4B,0.0,0.0
432,SC-CZE01-705_A,Am-AG-11,0.0,0.0
433,SC-CZE01-705_A,Am-CT-5,1.0,0.0
434,SC-CZE01-705_A,Am-ATC-2,0.0,0.0
435,SC-CZE01-705_A,Am-ATC-3,0.0,0.0
436,SC-CZE01-705_A,Am-CT-2,0.0,0.0
437,SC-CZE01-705_A,Am-AG-2B,0.0,0.0
438,SC-CZE01-705_B,Arm01,0.0,0.0
439,SC-CZE01-705_B,Arm02,0.0,0.0
440,SC-CZE01-705_B,Arm03,0.0,0.0
441,SC-CZE01-705_B,Arm04,0.0,0.0
442,SC-CZE01-705_B,Arm05,1.0,0.0
443,SC-CZE01-705_B,Arm06,1.0,0.0
444,SC-CZE01-705_B,Arm07,1.0,0.0
445,SC-CZE01-705_B,Arm08,1.0,0.0
446,SC-CZE01-705_B,Arm09,1.0,0.0
447,SC-CZE01-705_B,Arm10,0.0,0.0
448,SC-CZE01-705_B,Arm11,0.0,0.0
449,SC-CZE01-705_B,Armo01,1.0,0.0
450,SC-CZE01-705_B,Armo02,0.0,0.0
451,SC-CZE01-705_B,Armo03,1.0,0.0
452,SC-CZE01-705_B,Am-AG-1,1.0,0.0
453,SC-CZE01-705_B,Am-AG-10,1.0,0.0
454,SC-CZE01-705_B,Am-AG-4B,0.0,0.0
455,SC-CZE01-705_B,Am-AG-11,0.0,0.0
456,SC-CZE01-705_B,Am-CT-5,1.0,0.0
457,SC-CZE01-705_B,Am-ATC-2,0.0,0.0
458,SC-CZE01-705_B,Am-ATC-3,0.0,0.0
459,SC-CZE01-705_B,Am-CT-2,0.0,0.0
460,SC-CZE01-705_B,Am-AG-2B,0.0,0.0
461,SC-FRA01-63_A,Arm01,0.0,0.0
462,SC-FRA01-63_A,Arm02,1.0,0.0
463,SC-FRA01-63_A,Arm03,0.0,0.0
464,SC-FRA01-63_A,Arm04,0.0,0.0
465,SC-FRA01-63_A,Arm05,1.0,0.0
466,SC-FRA01-63_A,Arm06,0.0,0.0
467,SC-FRA01-63_A,Arm07,0.0,0.0
468,SC-FRA01-63_A,Arm08,0.0,0.0
469,SC-FRA01-63_A,Arm09,1.0,0.0
470,SC-FRA01-63_A,Arm10,0.0,0.0
471,SC-FRA01-63_A,Arm11,0.0,0.0
472,SC-FRA01-63_A,Armo01,1.0,0.0
473,SC-FRA01-63_A,Armo02,0.0,0.0
474,SC-FRA01-63_A,Armo03,0.0,0.0
475,SC-FRA01-63_A,Am-AG-1,0.0,0.0
476,SC-FRA01-63_A,Am-AG-10,0.0,0.0
477,SC-FRA01-63_A,Am-AG-4B,0.0,0.0
478,SC-FRA01-63_A,Am-AG-11,0.0,0.0
479,SC-FRA01-63_A,Am-CT-5,0.0,0.0
480,SC-FRA01-63_A,Am-ATC-2,0.0,0.0
481,SC-FRA01-63_A,Am-ATC-3,0.0,0.0
482,SC-FRA01-63_A,Am-CT-2,1.0,0.0
483,SC-FRA01-63_A,Am-AG-2B,0.0,0.0
484,SC-FRA01-63_B,Arm01,0.0,0.0
485,SC-FRA01-63_B,Arm02,1.0,0.0
486,SC-FRA01-63_B,Arm03,0.0,0.0
487,SC-FRA01-63_B,Arm04,0.0,0.0
488,SC-FRA01-63_B,Arm05,1.0,0.0
489,SC-FRA01-63_B,Arm06,0.0,0.0
490,SC-FRA01-63_B,Arm07,0.0,0.0
491,SC-FRA01-63_B,Arm08,0.0,0.0
492,SC-FRA01-63_B,Arm09,1.0,0.0
493,SC-FRA01-63_B,Arm10,0.0,0.0
494,SC-FRA01-63_B,Arm11,0.0,0.0
495,SC-FRA01-63_B,Armo01,1.0,0.0
496,SC-FRA01-63_B,Armo02,0.0,0.0
497,SC-FRA01-63_B,Armo03,0.0,0.0
498,SC-FRA01-63_B,Am-AG-1,0.0,0.0
499,SC-FRA01-63_B,Am-AG-10,0.0,0.0
500,SC-FRA01-63_B,Am-AG-4B,0.0,0.0
501,SC-FRA01-63_B,Am-AG-11,0.0,0.0
502,SC-FRA01-63_B,Am-CT-5,0.0,0.0
503,SC-FRA01-63_B,Am-ATC-2,0.0,0.0
504,SC-FRA01-63_B,Am-ATC-3,0.0,0.0
505,SC-FRA01-63_B,Am-CT-2,0.0,0.0
506,SC-FRA01-63_B,Am-AG-2B,0.0,0.0
507,SC-FRA02-139_A,Arm01,0.0,0.0
508,SC-FRA02-139_A,Arm02,0.0,0.0
509,SC-FRA02-139_A,Arm03,0.0,0.0
510,SC-FRA02-139_A,Arm04,0.0,0.0
511,SC-FRA02-139_A,Arm05,0.0,0.0
512,SC-FRA02-139_A,Arm06,0.0,0.0
