Unnamed: 0,Arm08_101,Arm08_102,Arm08_103,Arm08_104,Arm08_105,Arm08_106,Arm08_107,Arm08_108,Arm08_109,Arm08_110,Arm08_111,Arm08_112,Arm08_113
Arm08_101,0.9166666666666666,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565
Arm08_102,0.0011210762331838565,0.9166666666666666,0.012195121951219514,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565
Arm08_103,0.0011210762331838565,0.1,0.9166666666666666,0.012195121951219514,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565
Arm08_104,0.0011210762331838565,0.0011210762331838565,0.1,0.9166666666666666,0.0011210762331838565,0.012195121951219514,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565
Arm08_105,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.9166666666666666,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565
Arm08_106,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.1,0.0011210762331838565,0.9166666666666666,0.012195121951219514,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565
Arm08_107,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.1,0.9166666666666666,0.012195121951219514,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565
Arm08_108,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.1,0.9166666666666666,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565
Arm08_109,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.9166666666666666,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565
Arm08_110,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.9166666666666666,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565
Arm08_111,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.9166666666666666,0.0011210762331838565,0.0011210762331838565
Arm08_112,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.9166666666666666,0.0011210762331838565
Arm08_113,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.0011210762331838565,0.9166666666666666
