Arm01	128	2786	0	2786	2883	0	2883	2901	0	2901
Arm03	6	33	0	33	33	0	33	39	0	39
Arm04	580	2498	0	2498	2583	1	2582	2670	1	2669
Arm06	4	20	0	20	26	0	26	23	0	23
Arm07	0	0	0	0	0	0	0	158	0	158
Arm08	134	3386	0	3386	3541	2	3539	3408	0	3408
Arm11	226	3279	0	3279	3287	0	3287	3336	0	3336
