MSCB01	0	0	0	0	0	0	0	0	0	0
MSCB02	0	0	0	0	0	0	0	0	0	0
MSCB03	0	0	0	0	0	0	0	0	0	0
MSCB04	0	0	0	0	0	0	0	0	0	0
MSCB05	1	1	0	1	1	0	1	1	0	1
MSCB06	0	0	0	0	0	0	0	0	0	0
MSCB07	0	0	0	0	0	0	0	0	0	0
MSCB08	0	0	0	0	0	0	0	0	0	0
MSCB09	0	0	0	0	0	0	0	0	0	0
MSCB10	0	0	0	0	0	0	0	0	0	0
MSCB11	0	0	0	0	0	0	0	0	0	0
MSCB12	0	0	0	0	0	0	0	0	0	0
MSCB13	0	0	0	0	0	0	0	0	0	0
MSCB14	0	0	0	0	0	0	0	0	0	0
MSCB15	1	1	1	0	1	1	0	1	1	0
MSCB16	0	0	0	0	0	0	0	0	0	0
MSCB17	2	2	2	0	2	2	0	2	2	0
MSCB18	0	0	0	0	0	0	0	0	0	0
MSCB19	0	0	0	0	0	0	0	0	0	0
MSCB20	0	0	0	0	0	0	0	0	0	0
MSCB21	1	1	1	0	1	1	0	1	1	0
MSCB22	1	1	1	0	1	1	0	1	1	0
MSCB23	0	0	0	0	0	0	0	0	0	0
MSCB24	0	0	0	0	0	0	0	0	0	0
MSCB25	0	0	0	0	0	0	0	0	0	0
MSCB26	2	2	2	0	2	2	0	2	2	0
MSCB27	1	1	1	0	1	1	0	1	1	0
MSCB28	0	0	0	0	0	0	0	0	0	0
MSCB29	0	0	0	0	0	0	0	0	0	0
MSCB30	0	0	0	0	0	0	0	0	0	0
MSCB31	0	0	0	0	0	0	0	0	0	0
MSCB32	0	0	0	0	0	0	0	0	0	0
MSCB33	0	0	0	0	0	0	0	0	0	0
MSCB34	0	0	0	0	0	0	0	0	0	0
MSCB35	0	0	0	0	1	1	0	1	1	0
MSCB36	0	0	0	0	0	0	0	0	0	0
MSCB37	0	0	0	0	0	0	0	0	0	0
MSCB38	0	0	0	0	0	0	0	0	0	0
