marker	unique_seqs	tPaired	fPaired	rPaired	tLeft	fLeft	rLeft	tRight	fRight	rRight
MSCB01	24	368	0	368	1367	5	1362	862	0	862
MSCB02	108	1074	0	1074	1125	2	1123	1399	0	1399
MSCB03	8	29	29	0	1406	1096	310	1202	282	920
MSCB04	18	379	0	379	393	1	392	396	3	393
MSCB05	88	2263	2167	96	2298	2197	101	2582	2479	103
MSCB06	49	1086	0	1086	1163	8	1155	1103	1	1102
MSCB07	2	4	0	4	11	1	10	4	0	4
MSCB08	0	0	0	0	649	6	643	401	2	399
MSCB09	25	135	0	135	543	25	518	175	0	175
MSCB10	13	343	0	343	649	6	643	401	2	399
MSCB11	0	0	0	0	465	2	463	1911	1363	548
MSCB12	44	1376	0	1376	1399	0	1399	1382	1	1381
MSCB13	31	408	0	408	513	0	513	422	1	421
MSCB14	143	1957	0	1957	3464	5	3459	1986	2	1984
MSCB15	37	359	0	359	525	1	524	455	0	455
MSCB16	11	104	0	104	155	0	155	516	2	514
MSCB17	38	1187	1	1186	1219	1	1218	1194	3	1191
MSCB18	36	489	0	489	538	2	536	581	0	581
MSCB19	42	401	303	98	1202	920	282	1406	310	1096
MSCB20	77	2121	0	2121	2216	6	2210	2132	2	2130
MSCB21	74	1989	0	1989	2027	4	2023	1997	0	1997
MSCB22	46	1295	0	1295	1875	5	1870	1325	1	1324
MSCB23	4	22	0	22	54	0	54	531	2	529
MSCB24	74	1766	0	1766	1822	6	1816	1788	7	1781
MSCB25	13	162	0	162	1911	548	1363	175	0	175
MSCB26	92	2234	0	2234	2307	3	2304	2275	1	2274
MSCB27	53	1223	0	1223	1824	13	1811	1988	4	1984
MSCB28	188	1633	0	1633	1806	1	1805	2085	0	2085
MSCB29	13	15	0	15	194	2	192	1180	2	1178
MSCB30	1	44	0	44	465	2	463	1911	1363	548
MSCB31	2	59	0	59	467	0	467	722	4	718
MSCB32	11	149	0	149	158	0	158	156	0	156
MSCB33	0	0	0	0	1671	2	1669	1145	2	1143
MSCB34	67	2146	0	2146	2180	0	2180	2403	2	2401
MSCB35	1	1	0	1	2583	105	2478	2298	101	2197
MSCB36	133	3432	0	3432	3520	1	3519	3618	14	3604
MSCB37	105	1002	0	1002	1671	2	1669	1145	2	1143
MSCB38	53	1085	0	1085	1123	8	1115	1236	4	1232

total reads	44781
unrecognised reads	2083
